-0.196349540849362   -0.196349540849362   -0.196349540849362
-0.196349540849362   -0.5890486225480862   -0.5890486225480862
-0.5890486225480862   -0.9817477042468103   -0.9817477042468103
-0.9817477042468103   -1.374446785945534   -1.374446785945534
-1.374446785945534   -1.767145867644258   -1.767145867644258
-1.767145867644258   -2.159844949342982   -2.159844949342983
-2.159844949342982   -2.552544031041707   -2.552544031041707
-2.552544031041707   -2.94524311274043   -2.945243112740431
-2.94524311274043   -3.337942194439155   -3.337942194439155
-3.337942194439155   -3.730641276137879   -3.730641276137879
-3.730641276137879   -4.123340357836603   -4.123340357836604
-4.123340357836602   -4.516039439535327   -4.516039439535326
-4.516039439535327   -4.908738521234052   -4.908738521234051
-4.908738521234052   -5.301437602932776   -5.301437602932775
-5.301437602932774   -5.694136684631501   -5.694136684631501
-5.694136684631499   -6.086835766330223   -6.086835766330223
-0.196349540849362   -0.196349540849362   -0.9817477042468103
-0.196349540849362   -0.5890486225480862   -1.374446785945534
-0.5890486225480862   -0.9817477042468103   -1.767145867644258
-0.9817477042468103   -1.374446785945534   -2.159844949342983
-1.374446785945534   -1.767145867644258   -2.552544031041707
-1.767145867644258   -2.159844949342983   -2.945243112740431
-2.159844949342983   -2.552544031041706   -3.337942194439155
-2.552544031041706   -2.945243112740431   -3.730641276137879
-2.945243112740431   -3.337942194439155   -4.123340357836603
-3.337942194439155   -3.730641276137879   -4.516039439535328
-3.73064127613788   -4.123340357836602   -4.90873852123405
-4.123340357836602   -4.516039439535327   -5.301437602932775
-4.516039439535328   -4.908738521234051   -5.6941366846315
-4.908738521234052   -5.301437602932776   -6.086835766330224
-5.301437602932775   -5.6941366846315   -6.479534848028946
-0.196349540849362   -0.196349540849362   -1.767145867644258
-0.196349540849362   -0.5890486225480862   -2.159844949342983
-0.5890486225480859   -0.9817477042468101   -2.552544031041707
-0.9817477042468105   -1.374446785945534   -2.945243112740431
-1.374446785945534   -1.767145867644258   -3.337942194439155
-1.767145867644258   -2.159844949342982   -3.730641276137879
-2.159844949342982   -2.552544031041707   -4.123340357836603
-2.552544031041707   -2.94524311274043   -4.516039439535328
-2.94524311274043   -3.337942194439155   -4.908738521234052
-3.337942194439155   -3.730641276137879   -5.301437602932773
-3.730641276137879   -4.123340357836603   -5.694136684631499
-4.123340357836602   -4.516039439535327   -6.086835766330224
-4.516039439535327   -4.908738521234052   -6.479534848028949
-4.908738521234052   -5.301437602932776   -6.87223392972767
