0.000000000000000000e+00,3.004985048527596518e+02,-4.575600875347756664e+05,3.417893930343502973e+00,0.000000000000000000e+00,3.030303030303030387e-02,9.696969696969697239e-01,3.300000000000000000e+01,5.342013034928597790e+02,1.618791828766241636e+01,2.123100544812918322e+00,-2.606872653990924618e-02
1.000000000000000000e+00,1.727728254966204986e+02,3.877709204628487932e+05,1.436693216626705016e+00,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,8.000000000000000000e+00,1.525682655143097577e+02,1.907103318928871971e+01,2.472057155334129952e+00,-3.069716954059877739e-02
2.000000000000000000e+00,4.072385100641986355e+02,3.230418696623975411e+05,2.410414537072989583e-01,3.636363636363636465e-01,3.636363636363636465e-01,2.727272727272727071e-01,2.200000000000000000e+01,4.636333503414675192e+02,2.107424319733943108e+01,2.497431767892881904e+00,4.000302902976111963e-02
3.000000000000000000e+00,4.035588674249011092e+02,-2.474180046348795295e+05,1.370833118648894455e+00,6.250000000000000000e-02,2.500000000000000000e-01,6.875000000000000000e-01,3.200000000000000000e+01,5.342013034928597790e+02,1.669379073415186809e+01,2.593576807145744567e+00,-6.722314738456480754e-02
4.000000000000000000e+00,2.734823428405215964e+02,-4.717899793408496189e+05,5.142206709048064209e-07,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,7.915767322782483006e+01,1.978941830695620752e+01,3.029382131670226297e+00,1.993586852700731937e-01
5.000000000000000000e+00,1.195832882387912832e+02,1.168197067413775716e+06,1.092176422864909124e+00,9.375000000000000000e-01,6.250000000000000000e-02,0.000000000000000000e+00,1.600000000000000000e+01,3.681310998216322332e+02,2.300819373885201458e+01,2.755641869319863879e+00,1.343730164248378017e-02
6.000000000000000000e+00,2.325451969935675152e+02,-4.236151485679444158e+04,3.616048608766335160e-01,2.500000000000000000e-01,0.000000000000000000e+00,7.500000000000000000e-01,4.000000000000000000e+00,7.086992558832896805e+01,1.771748139708224201e+01,2.819953055617250737e+00,-2.045714459807914873e-02
7.000000000000000000e+00,1.723394714717869647e+02,3.872671714478128124e+05,5.142206709048064209e-07,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,4.373559932464050348e+01,2.186779966232025174e+01,3.051264997230988651e+00,1.114510628879415988e-01
8.000000000000000000e+00,3.063429833003319800e+02,-4.567526885564529221e+05,1.134301380225430922e-01,0.000000000000000000e+00,3.225806451612903136e-02,9.677419354838709964e-01,3.100000000000000000e+01,4.908853243663498915e+02,1.583501046343064189e+01,2.681340189940542906e+00,-4.774912829030088929e-02
9.000000000000000000e+00,4.089638031465001404e+02,-2.474348892999076634e+05,4.657396889415659214e-01,6.250000000000000000e-02,2.500000000000000000e-01,6.875000000000000000e-01,3.200000000000000000e+01,5.342013034928597790e+02,1.669379073415186809e+01,2.599614877406486446e+00,-6.722314738456480754e-02
1.000000000000000000e+01,2.712157271084142849e+02,-4.163074266490464797e+05,9.547715173924357923e-02,3.225806451612903136e-02,0.000000000000000000e+00,9.677419354838709964e-01,3.100000000000000000e+01,6.536474956232061686e+02,2.108540308461955348e+01,3.008691438161472220e+00,2.622332637312081438e-01
1.100000000000000000e+01,2.254602007924113423e+02,-4.222823637925682124e+04,3.771615788335166419e-01,2.500000000000000000e-01,0.000000000000000000e+00,7.500000000000000000e-01,4.000000000000000000e+00,8.681870313984643417e+01,2.170467578496160854e+01,2.897410303073185922e+00,1.999820751879259340e-01
1.200000000000000000e+01,2.944365718817571178e+02,-4.035739078832841478e+05,3.130158925725028962e-01,3.125000000000000000e-02,3.125000000000000000e-02,9.375000000000000000e-01,3.200000000000000000e+01,5.335709926375023997e+02,1.667409351992194999e+01,2.781636309810599172e+00,-8.877138223270405332e-03
1.300000000000000000e+01,4.980641094671445899e+02,5.642842156303382944e+05,4.772883138790814939e-01,4.545454545454545303e-01,5.454545454545454142e-01,0.000000000000000000e+00,2.200000000000000000e+01,4.003691256206422509e+02,1.819859661912010296e+01,2.346355450965057265e+00,-1.562294507468024174e-01
1.400000000000000000e+01,7.082311619550455362e+01,1.246250479752662126e+06,7.408685738128088782e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.705248933716042359e+01,2.352624466858021179e+01,3.149159468039315346e+00,2.959495267309454267e-02
1.500000000000000000e+01,7.761879494250752032e+02,-6.130977726624501520e+04,2.205629985829148509e+01,0.000000000000000000e+00,8.750000000000000000e-01,1.250000000000000000e-01,8.000000000000000000e+00,1.635531155271594344e+02,2.044413944089492929e+01,1.601858816660293616e+00,2.220697204474646538e-02
