0.392699082	0.392699082	0.392699082
0.392699082	0.785398163	0.785398163
0.392699082	1.178097245	1.178097245
0.392699082	1.570796327	1.570796327
0.392699082	1.963495408	1.963495408
0.392699082	2.35619449	2.35619449
0.392699082	2.748893572	2.748893572
0.392699082	3.141592654	3.141592654
0.392699082	0	0
0.785398163	0.785398163	1.178097245
0.785398163	1.178097245	1.570796327
0.785398163	1.570796327	1.963495408
0.785398163	1.963495408	2.35619449
0.785398163	2.35619449	2.748893572
0.785398163	2.748893572	3.141592654
0.785398163	-0.392699082	0
1.178097245	1.178097245	1.963495408
1.178097245	1.570796327	2.35619449
1.178097245	1.963495408	2.748893572
1.178097245	2.35619449	3.141592654
1.178097245	2.748893572	3.534291735
1.178097245	-0.785398163	0
1.178097245	-0.392699082	0.392699082
1.570796327	1.570796327	2.748893572
1.570796327	1.963495408	3.141592654
1.570796327	2.35619449	3.534291735
1.570796327	-1.178097245	0
1.570796327	-0.785398163	0.392699082
1.963495408	1.963495408	3.534291735
1.963495408	2.35619449	3.926990817
1.963495408	-1.570796327	0
1.963495408	-1.178097245	0.392699082
1.963495408	-0.785398163	0.785398163
2.35619449	-1.963495408	0
2.35619449	-1.570796327	0.392699082
2.35619449	-1.178097245	0.785398163
2.748893572	-2.35619449	0
2.748893572	-1.963495408	0.392699082
2.748893572	-1.570796327	0.785398163
2.748893572	-1.178097245	1.178097245
3.141592654	-2.748893572	0
3.141592654	-2.35619449	0.392699082
3.141592654	-1.963495408	0.785398163
3.141592654	-1.570796327	1.178097245
-2.748893572	-2.748893572	-5.890486225
-2.748893572	-2.35619449	-5.497787144
-2.748893572	-1.963495408	-5.105088062
-2.748893572	-1.570796327	-4.71238898
-2.35619449	-2.35619449	-5.105088062
-2.35619449	-1.963495408	-4.71238898
-1.963495408	-1.963495408	-4.319689899
1.178097245	1.178097245	1.178097245
1.178097245	1.570796327	1.570796327
1.178097245	1.963495408	1.963495408
1.178097245	2.35619449	2.35619449
1.178097245	2.748893572	2.748893572
1.178097245	3.141592654	3.141592654
1.178097245	0	0
1.570796327	1.570796327	1.963495408
1.570796327	1.963495408	2.35619449
1.570796327	2.35619449	2.748893572
1.570796327	2.748893572	3.141592654
1.570796327	-0.392699082	0
1.963495408	1.963495408	2.748893572
1.963495408	2.35619449	3.141592654
1.963495408	2.748893572	3.534291735
1.963495408	-0.785398163	0
1.963495408	-0.392699082	0.392699082
2.35619449	2.35619449	3.534291735
2.35619449	-1.178097245	0
2.35619449	-0.785398163	0.392699082
2.748893572	-1.570796327	0
2.748893572	-1.178097245	0.392699082
2.748893572	-0.785398163	0.785398163
3.141592654	-1.963495408	0
3.141592654	-1.570796327	0.392699082
3.141592654	-1.178097245	0.785398163
3.534291735	-2.35619449	0
3.534291735	-1.963495408	0.392699082
3.534291735	-1.570796327	0.785398163
3.534291735	-1.178097245	1.178097245
-2.35619449	-2.35619449	-5.890486225
-2.35619449	-1.963495408	-5.497787144
-2.35619449	-1.570796327	-5.105088062
-1.963495408	-1.963495408	-5.105088062
-1.963495408	-1.570796327	-4.71238898
1.963495408	1.963495408	1.963495408
1.963495408	2.35619449	2.35619449
1.963495408	2.748893572	2.748893572
1.963495408	3.141592654	3.141592654
1.963495408	0	0
2.35619449	2.35619449	2.748893572
2.35619449	2.748893572	3.141592654
2.35619449	-0.392699082	0
2.748893572	2.748893572	3.534291735
2.748893572	-0.785398163	0
2.748893572	-0.392699082	0.392699082
3.141592654	-1.178097245	0
3.141592654	-0.785398163	0.392699082
3.534291735	-1.570796327	0
3.534291735	-1.178097245	0.392699082
3.534291735	-0.785398163	0.785398163
3.926990817	-1.963495408	0
3.926990817	-1.570796327	0.392699082
3.926990817	-1.178097245	0.785398163
-1.963495408	-1.963495408	-5.890486225
-1.963495408	-1.570796327	-5.497787144
-1.963495408	-1.178097245	-5.105088062
-1.570796327	-1.570796327	-5.105088062
2.748893572	2.748893572	2.748893572
2.748893572	3.141592654	3.141592654
2.748893572	0	0
3.141592654	-0.392699082	0
3.534291735	-0.785398163	0
3.534291735	-0.392699082	0.392699082
3.926990817	-1.178097245	0
3.926990817	-0.785398163	0.392699082
4.319689899	-1.570796327	0
4.319689899	-1.178097245	0.392699082
4.319689899	-0.785398163	0.785398163
-1.570796327	-1.570796327	-5.890486225
-1.570796327	-1.178097245	-5.497787144
-1.178097245	-1.178097245	-5.105088062
3.534291735	0	0
3.926990817	-0.392699082	0
4.319689899	-0.785398163	0
4.319689899	-0.392699082	0.392699082
4.71238898	-1.178097245	0
4.71238898	-0.785398163	0.392699082
-1.178097245	-1.178097245	-5.890486225
-1.178097245	-0.785398163	-5.497787144
4.319689899	0	0
4.71238898	-0.392699082	0
5.105088062	-0.785398163	0
5.105088062	-0.392699082	0.392699082
-0.785398163	-0.785398163	-5.890486225
5.105088062	0	0
5.497787144	-0.392699082	0
-0.392699082	-0.392699082	-5.890486225
5.890486225	0	0
