################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -6.4462665907156980E-01 a         1     0     1     1     1
  2.8731537580815067E+00 a         2     0     1     1     2
  3.9958290774740544E+00 a         3     0     1     1     3
 -1.0871553052825828E+01 a         4     0     1     1     4
 -9.7373031118747644E-01 a         5     0     1     1     5
 -4.2669646317576493E-01 a         6     0     1     1     6
  7.1151915216837691E-01 a         7     0     1     1     7
  3.4710690195930520E+00 a         8     0     1     1     8
 -3.8464843143218097E+00 a         9     0     1     1     9
 -5.3632882256478256E+00 a        10     0     1     1    10
  3.4033785380736337E-01 a        11     0     1     1    11
  5.5032093011271643E-01 a        12     0     1     1    12
 -4.6372788550338520E+00 a        13     0     1     1    13
  6.9017508562815344E+00 a        14     0     1     1    14
 -1.2716364363668138E+00 a        15     0     1     1    15
 -2.6892366138249142E+00 a        16     0     1     1    16
 -2.0440825070333810E+00 a        17     0     1     1    17
 -9.1081625829063633E+00 a        18     0     1     1    18
 -5.2116432517754285E-01 a        19     0     1     1    19
 -1.2113846280083778E+00 a        20     0     1     1    20
 -7.3995498993474784E-01 a        21     0     1     1    21
  2.2277740978334863E+00 a        22     0     1     1    22
  5.2251759476983253E+00 a        23     0     1     1    23
 -4.9975543075831466E+00 a        24     0     1     1    24
  5.1468836244518412E+00 a        25     0     2     1     1
 -6.6633642351989106E+00 a        26     0     2     1     2
 -6.5848557397220420E-01 a        27     0     2     1     3
 -2.1524596316660962E+00 a        28     0     2     1     4
  7.6596597885787959E-02 a        29     0     2     1     5
 -5.2680918902576579E-01 a        30     0     2     1     6
 -2.3715127728807950E+00 a        31     0     2     1     7
 -5.9662678056608796E+00 a        32     0     2     1     8
  2.6776536222748031E+00 a        33     0     2     1     9
 -6.8351727816502983E-01 a        34     0     2     1    10
  2.2748199605796713E+00 a        35     0     2     1    11
 -1.6210633842884623E+00 a        36     0     2     1    12
  1.5273009290426838E+00 a        37     0     2     1    13
  1.1770054665806522E+00 a        38     0     2     1    14
  3.0816012605400722E+00 a        39     0     2     1    15
  4.9666185692238352E-02 a        40     0     2     1    16
 -4.6861251199231484E+00 a        41     0     2     1    17
  4.3474684841646987E+00 a        42     0     2     1    18
 -2.9504792479930591E+00 a        43     0     2     1    19
 -1.2625967522318794E+01 a        44     0     2     1    20
  1.2371347875082628E+00 a        45     0     2     1    21
  3.7042604933450867E+00 a        46     0     2     1    22
  2.1247890904530142E+00 a        47     0     2     1    23
 -4.9698450934544400E+00 a        48     0     2     1    24
 -4.5899769428319068E+00 a        49     0     3     1     1
  5.9354774731643722E-01 a        50     0     3     1     2
  6.4145793887674252E+00 a        51     0     3     1     3
 -7.5596517457474484E+00 a        52     0     3     1     4
  1.1011869118628481E+00 a        53     0     3     1     5
  3.0051150168613896E+00 a        54     0     3     1     6
  1.6834260834219961E-01 a        55     0     3     1     7
  2.4055756074174734E+00 a        56     0     3     1     8
 -4.3489905419657591E+00 a        57     0     3     1     9
 -1.2457280031849869E+00 a        58     0     3     1    10
 -4.2029908376336120E+00 a        59     0     3     1    11
