################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.0218158197956191E+00 a         1     0     1     1     1
 -1.4599744860501569E+00 a         2     0     1     1     2
 -8.5372389778930816E-02 a         3     0     1     1     3
  6.3879043692071127E+00 a         4     0     1     1     4
 -3.9506820624605474E+00 a         5     0     1     1     5
 -2.1267920223699634E-02 a         6     0     1     1     6
  3.6208612838704721E+00 a         7     0     1     1     7
 -2.1973355159240722E+00 a         8     0     1     1     8
  2.0384113267106727E+00 a         9     0     1     1     9
 -1.5744282996132219E+00 a        10     0     1     1    10
  1.5404013039656897E-01 a        11     0     1     1    11
  1.2422807768609574E+00 a        12     0     1     1    12
  3.3145415387727368E+00 a        13     0     1     1    13
 -8.7183920887830182E-02 a        14     0     1     1    14
  6.1066784612380576E-01 a        15     0     1     1    15
 -3.2805024050275217E-01 a        16     0     1     1    16
 -4.3811108955501918E+00 a        17     0     1     1    17
 -9.4143531119309909E-01 a        18     0     1     1    18
 -3.4055881316910743E+00 a        19     0     1     1    19
  4.0146355257291066E+00 a        20     0     1     1    20
  2.9568938987802773E+00 a        21     0     1     1    21
  1.0549253337340538E+00 a        22     0     1     1    22
 -1.1103726398591220E+00 a        23     0     1     1    23
 -1.4029244375619900E+00 a        24     0     1     1    24
 -2.2843144907586019E+00 a        25     0     2     1     1
 -2.5714507655229011E+00 a        26     0     2     1     2
 -1.0813596633086275E+00 a        27     0     2     1     3
 -2.5080319930673922E+00 a        28     0     2     1     4
  4.5539168192486290E+00 a        29     0     2     1     5
 -1.2769983327172101E+00 a        30     0     2     1     6
 -2.5443113499031411E-01 a        31     0     2     1     7
  1.8268378273497718E+00 a        32     0     2     1     8
  3.5608890362931533E+00 a        33     0     2     1     9
 -2.0453764489062269E+00 a        34     0     2     1    10
 -9.0199364910736013E-01 a        35     0     2     1    11
  2.8329079944239841E+00 a        36     0     2     1    12
 -5.4050891975620727E+00 a        37     0     2     1    13
 -2.0259497331965428E+00 a        38     0     2     1    14
 -1.2154860319039078E+00 a        39     0     2     1    15
 -2.1392496360901339E-01 a        40     0     2     1    16
 -9.8019629878336212E-01 a        41     0     2     1    17
  8.0716528834750378E-01 a        42     0     2     1    18
  2.7773695051301299E+00 a        43     0     2     1    19
  5.3583194578884263E-01 a        44     0     2     1    20
  7.3845071813735341E-01 a        45     0     2     1    21
  1.0320237023090799E+00 a        46     0     2     1    22
 -5.1530276512832591E+00 a        47     0     2     1    23
  2.8402820105895490E+00 a        48     0     2     1    24
 -6.3047037525568266E+00 a        49     0     3     1     1
 -7.5868792390186011E+00 a        50     0     3     1     2
  8.7910001620500591E+00 a        51     0     3     1     3
 -1.3390631625131546E+01 a        52     0     3     1     4
  4.1879390681100030E+00 a        53     0     3     1     5
 -7.1871641448396151E-01 a        54     0     3     1     6
  5.1209696544703833E+00 a        55     0     3     1     7
 -1.8913280932514187E+01 a        56     0     3     1     8
 -7.7515263409104982E+00 a        57     0     3     1     9
  9.8235017572746433E+00 a        58     0     3     1    10
 -6.8045810998012168E+00 a        59     0     3     1    11
  2.0519898134618060E+01 a        60     0     3     1    12
 -1.3043514127884624E+01 a        61     0     3     1    13
 -9.3635207168366641E+00 a        62     0     3     1    14
  1.9092638251404104E+01 a        63     0     3     1    15
 -2.4799062189214668E-02 a        64     0     3     1    16
 -1.5719030217486047E+00 a        65     0     3     1    17
 -1.8487472123173337E+01 a        66     0     3     1    18
 -5.9845820551978788E+00 a        67     0     3     1    19
  4.9768930639607705E+00 a        68     0     3     1    20
  2.0936102794762208E+00 a        69     0     3     1    21
 -1.2884455085511897E+01 a        70     0     3     1    22
  1.2168315366986651E+00 a        71     0     3     1    23
  6.7323327888950688E+00 a        72     0     3     1    24
  9.8866672088943357E+00 a        73     0     4     1     1
  5.5139384878624274E+00 a        74     0     4     1     2
 -2.1117459909220720E+01 a        75     0     4     1     3
  2.1833621751867536E+01 a        76     0     4     1     4
 -5.3189753000166577E+00 a        77     0     4     1     5
  7.9148379832051603E+00 a        78     0     4     1     6
 -3.0716848978681632E+00 a        79     0     4     1     7
  1.8707912607087277E+01 a        80     0     4     1     8
  1.9150390043581986E+01 a        81     0     4     1     9
 -1.7359422906860786E+01 a        82     0     4     1    10
  9.2017143841916855E+00 a        83     0     4     1    11
 -3.1162876334686413E+01 a        84     0     4     1    12
  2.4514719805895368E+01 a        85     0     4     1    13
  1.6551085518412503E+01 a        86     0     4     1    14
 -2.7862574866648725E+01 a        87     0     4     1    15
  9.4768159988052769E-01 a        88     0     4     1    16
 -7.3779730460464288E+00 a        89     0     4     1    17
  2.3415152113798523E+01 a        90     0     4     1    18
  1.3590951283335370E+01 a        91     0     4     1    19
 -8.5150089407967702E+00 a        92     0     4     1    20
 -3.6924936082024269E+00 a        93     0     4     1    21
  1.4125809429583960E+01 a        94     0     4     1    22
 -1.9988179648528737E+00 a        95     0     4     1    23
 -7.0981784996576840E+00 a        96     0     4     1    24
  5.8682535443957173E-01 a        97     0     5     1     1
  1.0269070938576270E+00 a        98     0     5     1     2
 -9.0893569962868515E-01 a        99     0     5     1     3
 -1.9203082236442903E+00 a       100     0     5     1     4
  5.6987915095305958E-02 a       101     0     5     1     5
  1.0843738806416550E+00 a       102     0     5     1     6
 -3.2663824189056858E+00 a       103     0     5     1     7
  1.8612301140651280E-01 a       104     0     5     1     8
 -9.2406252543641310E-01 a       105     0     5     1     9
 -1.9737339867007378E-01 a       106     0     5     1    10
  4.2650496693332562E-01 a       107     0     5     1    11
 -4.2696318097528357E-01 a       108     0     5     1    12
 -1.3544110725220682E+00 a       109     0     5     1    13
 -2.2747188028128466E-02 a       110     0     5     1    14
 -1.1772252388038060E+00 a       111     0     5     1    15
  4.9924122329127918E-01 a       112     0     5     1    16
  1.0948258907209685E+00 a       113     0     5     1    17
 -3.3393296310674109E-01 a       114     0     5     1    18
  1.4422018201955060E+00 a       115     0     5     1    19
 -2.8633146710987387E+00 a       116     0     5     1    20
 -3.1368838064829476E+00 a       117     0     5     1    21
 -1.6791319776982923E+00 a       118     0     5     1    22
  2.0720996989347613E+00 a       119     0     5     1    23
  3.3202678535210954E+00 a       120     0     5     1    24
 -1.4078871970830178E-01 a       121     0     6     1     1
 -2.3054575780867201E-01 a       122     0     6     1     2
 -4.6926501257878561E-01 a       123     0     6     1     3
 -2.5398185831489872E-01 a       124     0     6     1     4
 -4.5042028214369156E-01 a       125     0     6     1     5
  6.4151211737282754E-01 a       126     0     6     1     6
  5.7059073352199816E-03 a       127     0     6     1     7
 -9.6572852346743221E-01 a       128     0     6     1     8
 -1.5288066119683188E+00 a       129     0     6     1     9
  7.4285018639605616E-01 a       130     0     6     1    10
  9.7584316612879396E-01 a       131     0     6     1    11
