################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.2218055445848282E+00 a         1     0     1     1     1
 -1.1698215312174258E+00 a         2     0     1     1     2
 -6.7693924362016766E-01 a         3     0     1     1     3
 -1.6789413672536029E+00 a         4     0     1     1     4
  2.3812445089061711E+00 a         5     0     1     1     5
 -1.6679336213608811E+00 a         6     0     1     1     6
  1.5440810044233979E+00 a         7     0     1     1     7
  4.0073865519477270E-01 a         8     0     1     1     8
 -6.0459421684410863E-01 a         9     0     1     1     9
  1.0761796741034979E+00 a        10     0     1     1    10
 -9.2462545583100719E-01 a        11     0     1     1    11
 -1.7852701487880394E+00 a        12     0     1     1    12
 -5.8948697683767137E-01 a        13     0     1     1    13
 -1.0706603339843104E+00 a        14     0     1     1    14
 -3.0774895188790935E-01 a        15     0     1     1    15
  1.4783087421585690E+00 a        16     0     1     1    16
  7.7954761634071934E-01 a        17     0     1     1    17
 -8.8545937903737748E-01 a        18     0     1     1    18
  1.8840785359291092E+00 a        19     0     1     1    19
 -1.7078566891255387E+00 a        20     0     1     1    20
  1.3208802640085722E+00 a        21     0     1     1    21
  1.9412388450339153E+00 a        22     0     1     1    22
 -6.1354266933191315E-01 a        23     0     1     1    23
  4.9930703459237585E-01 a        24     0     1     1    24
  1.5792871219469724E+00 a        25     0     2     1     1
  1.2060854563038548E+00 a        26     0     2     1     2
 -2.8237804125405166E+00 a        27     0     2     1     3
 -2.9199804799539510E+00 a        28     0     2     1     4
 -2.9681165569025798E+00 a        29     0     2     1     5
 -1.0189781434696856E+00 a        30     0     2     1     6
 -9.8221625898167608E-01 a        31     0     2     1     7
 -7.6390341337853288E-02 a        32     0     2     1     8
  2.7590327489849913E+00 a        33     0     2     1     9
  1.1428803260183289E+00 a        34     0     2     1    10
  1.2837316828768115E+00 a        35     0     2     1    11
 -2.5420467043383486E+00 a        36     0     2     1    12
 -3.2070935596639307E+00 a        37     0     2     1    13
 -5.8641712775998267E-01 a        38     0     2     1    14
 -1.4440083158461965E+00 a        39     0     2     1    15
  1.3880892788281747E+00 a        40     0     2     1    16
 -5.9195447480310948E-01 a        41     0     2     1    17
 -7.4767106555314000E-01 a        42     0     2     1    18
  1.9278869548618449E-01 a        43     0     2     1    19
 -1.8517155741409985E-01 a        44     0     2     1    20
  1.8770457705549801E-01 a        45     0     2     1    21
 -1.5652981481953769E+00 a        46     0     2     1    22
 -5.8635075446296592E-02 a        47     0     2     1    23
 -6.2388179892264595E-01 a        48     0     2     1    24
  2.8134219902985325E+00 a        49     0     3     1     1
  1.5824737728250811E+00 a        50     0     3     1     2
  1.2150692517493082E+00 a        51     0     3     1     3
  3.2812661892811574E+00 a        52     0     3     1     4
  3.9794165787492051E+00 a        53     0     3     1     5
 -2.7440580943257014E+00 a        54     0     3     1     6
 -6.7624626380560660E-01 a        55     0     3     1     7
  1.4679941154527243E+00 a        56     0     3     1     8
 -1.3899964769664046E+00 a        57     0     3     1     9
  2.5059163533835904E+00 a        58     0     3     1    10
  3.1819796083436303E+00 a        59     0     3     1    11
  3.2875466878156718E+00 a        60     0     3     1    12
  9.0239574511514331E-01 a        61     0     3     1    13
  3.4759112008484450E+00 a        62     0     3     1    14
 -4.9909737022248496E-01 a        63     0     3     1    15
  2.1324176722015866E+00 a        64     0     3     1    16
 -9.9336688449968258E-01 a        65     0     3     1    17
 -3.1582246468293684E+00 a        66     0     3     1    18
  2.1919119524782977E+00 a        67     0     3     1    19
  1.7721250859868609E+00 a        68     0     3     1    20
 -8.6096070942597858E-01 a        69     0     3     1    21
  3.9801204965704794E-02 a        70     0     3     1    22
  3.1811506774804825E+00 a        71     0     3     1    23
  1.0174136658485897E+00 a        72     0     3     1    24
 -1.1354782825039544E+00 a        73     0     4     1     1
 -3.4128393880282877E+00 a        74     0     4     1     2
  2.1434984494212852E+00 a        75     0     4     1     3
  1.0148344690344677E+00 a        76     0     4     1     4
  2.0250913647238016E+00 a        77     0     4     1     5
  2.4723893719791579E+00 a        78     0     4     1     6
  8.2960918967546582E-01 a        79     0     4     1     7
  9.8632266157398352E-01 a        80     0     4     1     8
 -1.8814610577672042E-01 a        81     0     4     1     9
  1.5347510729401731E-01 a        82     0     4     1    10
 -1.0568193138779485E+00 a        83     0     4     1    11
  2.4576851636535464E+00 a        84     0     4     1    12
