0.551401869159   -0.255156130723 0_(NN@NN__fully_relaxed)
0.546296296296   -0.252820884886 1_(NN@NN__fully_relaxed)
0.551401869159   -0.253538652954 2_(NN@NN__fully_relaxed)
0.546296296296   -0.25176241866 3_(NN@NN__fully_relaxed)
0.551401869159   -0.253486462753 4_(NN@NN__fully_relaxed)
0.546296296296   -0.252375107754 5_(NN@NN__fully_relaxed)
0.551401869159   -0.253486497798 6_(NN@NN__fully_relaxed)
0.546296296296   -0.25237489233 7_(NN@NN__fully_relaxed)
0.551401869159   -0.253538641616 8_(NN@NN__fully_relaxed)
0.546296296296   -0.251762368154 9_(NN@NN__fully_relaxed)
0.560747663551   -0.25293104589 10_(NN@NN__fully_relaxed)
0.564814814815   -0.248222240002 11_(NN@NN__fully_relaxed)
0.560747663551   -0.252453698397 12_(NN@NN__fully_relaxed)
0.564814814815   -0.246953499852 13_(NN@NN__fully_relaxed)
0.550458715596   -0.256909344875 14_(NN@NN__fully_relaxed)
0.559633027523   -0.261081759969 15_(NN@NN__fully_relaxed)
0.550458715596   -0.256909336629 16_(NN@NN__fully_relaxed)
0.559633027523   -0.261081827998 17_(NN@NN__fully_relaxed)
0.560747663551   -0.252453620061 18_(NN@NN__fully_relaxed)
0.564814814815   -0.246953448315 19_(NN@NN__fully_relaxed)
0.560747663551   -0.252931052074 20_(NN@NN__fully_relaxed)
0.564814814815   -0.2482222936 21_(NN@NN__fully_relaxed)
