################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -4.5485642127759309E+00 a         1     0     1     1     1
 -3.8287680594538820E+00 a         2     0     1     1     2
 -8.4383035223607337E+00 a         3     0     1     1     3
 -5.6477179207743922E-01 a         4     0     1     1     4
  5.3234591540137890E+00 a         5     0     1     1     5
  3.3127373846438157E+00 a         6     0     1     1     6
 -3.7737986935052827E+00 a         7     0     1     1     7
  7.8872459962614059E+00 a         8     0     1     1     8
 -8.3203082899573335E+00 a         9     0     1     1     9
 -4.3260708744532455E+00 a        10     0     1     1    10
  9.0702131783805306E+00 a        11     0     1     1    11
 -3.5359344989136590E+00 a        12     0     1     1    12
  1.3191792475738623E+01 a        13     0     1     1    13
  3.3801838080124993E+00 a        14     0     1     1    14
 -3.1068594096470203E-01 a        15     0     1     1    15
  4.7608309376257134E+00 a        16     0     1     1    16
  2.0845135871775553E+00 a        17     0     2     1     1
 -4.4350913675916583E+00 a        18     0     2     1     2
 -2.6675132117481524E+00 a        19     0     2     1     3
 -4.3893612194776539E+00 a        20     0     2     1     4
 -1.4281474592222922E+00 a        21     0     2     1     5
  1.2523454359648215E-01 a        22     0     2     1     6
  3.3291029338866225E+00 a        23     0     2     1     7
  1.1137009739335288E+00 a        24     0     2     1     8
  1.0289444062842867E+01 a        25     0     2     1     9
  1.8787963093057096E+00 a        26     0     2     1    10
 -7.4063538187580242E+00 a        27     0     2     1    11
 -4.7866612095765930E+00 a        28     0     2     1    12
  1.9207745311665168E+00 a        29     0     2     1    13
 -7.9677359616368042E+00 a        30     0     2     1    14
  3.5787629709325830E+00 a        31     0     2     1    15
 -1.1755319071663335E+00 a        32     0     2     1    16
 -3.3806441870914918E+00 a        33     0     3     1     1
 -8.9166062639593022E+00 a        34     0     3     1     2
 -6.0642560671076264E+00 a        35     0     3     1     3
  3.8208628349911053E-02 a        36     0     3     1     4
  5.8963431343664610E+00 a        37     0     3     1     5
 -7.2375964298242703E+00 a        38     0     3     1     6
  2.7421649821114635E+00 a        39     0     3     1     7
  7.3617942615720988E+00 a        40     0     3     1     8
  1.8811818480463682E+00 a        41     0     3     1     9
 -5.8088794336958358E+00 a        42     0     3     1    10
 -7.6307108426443779E+00 a        43     0     3     1    11
 -2.2134269034440699E+00 a        44     0     3     1    12
 -1.2189149451653877E+01 a        45     0     3     1    13
  7.3603174730669041E+00 a        46     0     3     1    14
 -3.9067904389308192E+00 a        47     0     3     1    15
 -1.9944363369850162E+00 a        48     0     3     1    16
  3.4372212857947688E+00 a        49     0     4     1     1
  2.1911319995032761E+00 a        50     0     4     1     2
  5.5864171494545172E+00 a        51     0     4     1     3
  2.2979655750173986E+00 a        52     0     4     1     4
 -4.3514047528909225E+00 a        53     0     4     1     5
 -5.6244468541167798E+00 a        54     0     4     1     6
  7.2699257400879591E-01 a        55     0     4     1     7
 -4.3730439047817606E+00 a        56     0     4     1     8
  8.9185447913030789E+00 a        57     0     4     1     9
  4.7067394782931880E+00 a        58     0     4     1    10
 -4.7738304762617778E+00 a        59     0     4     1    11
  2.4666693554369683E+00 a        60     0     4     1    12
 -1.5808282944561775E+01 a        61     0     4     1    13
 -3.9313301079218692E+00 a        62     0     4     1    14
  3.3388240038784350E-01 a        63     0     4     1    15
 -5.5819448005531758E+00 a        64     0     4     1    16
 -1.6850736682524259E+00 a        65     0     5     1     1
  1.2361726237450235E+00 a        66     0     5     1     2
 -1.4896204367007482E+00 a        67     0     5     1     3
  4.9149823038058678E+00 a        68     0     5     1     4
  9.5416493290187603E+00 a        69     0     5     1     5
  2.9187367541891089E+00 a        70     0     5     1     6
 -3.8797723858741615E+00 a        71     0     5     1     7
  4.3392712318667472E+00 a        72     0     5     1     8
 -3.5265092090584935E+00 a        73     0     5     1     9
 -4.5592221145134432E-01 a        74     0     5     1    10
  7.7502498911870665E+00 a        75     0     5     1    11
  7.8854000263433139E+00 a        76     0     5     1    12
 -5.1959760627789979E+00 a        77     0     5     1    13
  1.0205023130259525E+01 a        78     0     5     1    14
 -4.9638480683937427E+00 a        79     0     5     1    15
  5.4272933539853145E+00 a        80     0     5     1    16
 -2.3119127811048054E-01 a        81     0     6     1     1
 -3.4688305155013088E-01 a        82     0     6     1     2
 -6.4265024278281424E-01 a        83     0     6     1     3
 -1.5031928636594654E+00 a        84     0     6     1     4
  1.5952431984319149E+00 a        85     0     6     1     5
  1.4725292471521827E+00 a        86     0     6     1     6
  9.2139757492394581E-01 a        87     0     6     1     7
  1.9197047693720304E-01 a        88     0     6     1     8
 -2.0223757451757112E+00 a        89     0     6     1     9
 -4.6781641237029781E-01 a        90     0     6     1    10
  7.2160732750824264E-01 a        91     0     6     1    11
  9.5614957406737880E-02 a        92     0     6     1    12
  3.5357018365034083E+00 a        93     0     6     1    13
  1.1539964517546373E+00 a        94     0     6     1    14
 -2.3539419672419765E-01 a        95     0     6     1    15
  2.2270744014307122E+00 a        96     0     6     1    16
  1.3743707723486951E+00 a        97     0     7     1     1
  3.9937065579221449E+00 a        98     0     7     1     2
  4.0446353412771705E+00 a        99     0     7     1     3
 -7.1015981020408925E-01 a       100     0     7     1     4
 -1.5712053224632854E+00 a       101     0     7     1     5
  6.9907150060342371E-01 a       102     0     7     1     6
 -1.3871995155014316E+00 a       103     0     7     1     7
 -1.6073250816436355E+00 a       104     0     7     1     8
  1.1724431238273101E+00 a       105     0     7     1     9
  4.0187507816937380E+00 a       106     0     7     1    10
 -3.8945512695111421E-02 a       107     0     7     1    11
  7.9209288121885235E-01 a       108     0     7     1    12
  5.5882133740178936E+00 a       109     0     7     1    13
 -3.2030120794850774E+00 a       110     0     7     1    14
  1.5350062306097576E+00 a       111     0     7     1    15
  9.7762081611021978E-01 a       112     0     7     1    16
 -2.4744648314732887E+00 a       113     0     8     1     1
 -3.0612115998404175E+00 a       114     0     8     1     2
  1.1013553085679686E+00 a       115     0     8     1     3
 -2.4706062000421349E+00 a       116     0     8     1     4
 -9.5766584799909826E-01 a       117     0     8     1     5
 -4.2933317800451825E+00 a       118     0     8     1     6
 -1.2801076539303164E+00 a       119     0     8     1     7
 -2.3153423836842126E+00 a       120     0     8     1     8
 -2.0673082054539891E+00 a       121     0     8     1     9
  1.5819494761842274E+00 a       122     0     8     1    10
 -5.8933450285785796E+00 a       123     0     8     1    11
 -5.4161460200409746E+00 a       124     0     8     1    12
  1.9544364704638237E+00 a       125     0     8     1    13
 -8.2968993240115037E+00 a       126     0     8     1    14
  3.2645006838117047E-01 a       127     0     8     1    15
 -7.9544945670320928E+00 a       128     0     8     1    16
  2.2418718742569428E+01 a       129     0     9     1     1
  1.7173441844058569E+01 a       130     0     9     1     2
