################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.2953587271445954E+00 a         1     0     1     1     1
 -3.1066414424099245E+00 a         2     0     1     1     2
  2.5941407368932889E+00 a         3     0     1     1     3
  1.7603143074162477E+00 a         4     0     1     1     4
 -4.8645317686547873E+00 a         5     0     1     1     5
 -2.3582224843009820E+00 a         6     0     1     1     6
  4.7582674166564010E+00 a         7     0     1     1     7
 -3.8450613459261103E+00 a         8     0     1     1     8
 -2.4789636277310629E+00 a         9     0     1     1     9
  5.1019459054696892E+00 a        10     0     1     1    10
 -1.1337824943707655E+00 a        11     0     1     1    11
 -5.2385856942459981E+00 a        12     0     1     1    12
  5.0741676158151430E+00 a        13     0     1     1    13
  4.5967441158822666E+00 a        14     0     1     1    14
 -7.5917597361540725E+00 a        15     0     1     1    15
  6.4093040017759133E+00 a        16     0     1     1    16
  3.5726748294381503E+00 a        17     0     2     1     1
 -4.4953727383754325E+00 a        18     0     2     1     2
  7.7359108548972682E+00 a        19     0     2     1     3
  3.3156246401424400E-01 a        20     0     2     1     4
 -1.0893757431235167E+01 a        21     0     2     1     5
 -1.6531056869126566E+01 a        22     0     2     1     6
  3.5697601876971835E-01 a        23     0     2     1     7
 -5.5226770246190675E+00 a        24     0     2     1     8
 -1.2454143606018571E+01 a        25     0     2     1     9
 -2.9612848890369929E+00 a        26     0     2     1    10
  7.4440116399695011E+00 a        27     0     2     1    11
 -1.7321227103693253E+01 a        28     0     2     1    12
  3.8241035971199606E+00 a        29     0     2     1    13
  7.2195852208189386E+00 a        30     0     2     1    14
 -1.4432630010735506E+01 a        31     0     2     1    15
  1.0916098761657830E+01 a        32     0     2     1    16
 -1.0049545881839974E+00 a        33     0     3     1     1
  4.0767430014490778E+00 a        34     0     3     1     2
 -5.5684476269094780E+00 a        35     0     3     1     3
  7.7727507803825766E+00 a        36     0     3     1     4
  7.5600276991297903E+00 a        37     0     3     1     5
  1.2113059995623280E+01 a        38     0     3     1     6
  1.4384250519483206E+01 a        39     0     3     1     7
 -6.8383440368004367E+00 a        40     0     3     1     8
 -7.0763748530426813E+00 a        41     0     3     1     9
  2.9757396323278559E+01 a        42     0     3     1    10
 -2.3541186490349208E+01 a        43     0     3     1    11
 -2.5281939979686310E+01 a        44     0     3     1    12
 -7.5979097584093349E+00 a        45     0     3     1    13
 -5.1692095075941653E+00 a        46     0     3     1    14
  1.2794045012743361E+01 a        47     0     3     1    15
  1.7568998456930032E+01 a        48     0     3     1    16
 -4.7111803805988890E+00 a        49     0     4     1     1
  4.8743583174877845E+00 a        50     0     4     1     2
 -1.5384951535170250E+00 a        51     0     4     1     3
 -1.1274550765686626E+00 a        52     0     4     1     4
  1.5218898407866627E+01 a        53     0     4     1     5
  1.8945084405159616E+01 a        54     0     4     1     6
  8.7217155941056070E+00 a        55     0     4     1     7
