################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -4.6639147233757666E-01 a         1     0     1     1     1
  5.6797407010082546E-01 a         2     0     1     1     2
  9.9339456855577923E-01 a         3     0     1     1     3
 -1.0556747848019394E+00 a         4     0     1     1     4
  2.4781265985661394E+00 a         5     0     1     1     5
  1.8478544518319266E-02 a         6     0     1     1     6
  3.2578517850120461E+00 a         7     0     1     1     7
  2.6582071370196187E+00 a         8     0     1     1     8
  1.9011187285622934E-02 a         9     0     1     1     9
 -2.8027297441809993E+00 a        10     0     1     1    10
 -3.5540732699434812E+00 a        11     0     1     1    11
  2.6965939011801749E+00 a        12     0     1     1    12
 -1.1219924953963689E+00 a        13     0     1     1    13
  2.3526409460508275E+00 a        14     0     1     1    14
 -1.0004655348780477E-01 a        15     0     1     1    15
  2.6531454297317185E+00 a        16     0     1     1    16
 -2.6364035433850348E+00 a        17     0     1     1    17
 -6.0267918721403086E+00 a        18     0     1     1    18
  7.8924620602598486E-02 a        19     0     1     1    19
 -2.5313150849844681E+00 a        20     0     1     1    20
  8.1618835812877748E+00 a        21     0     1     1    21
 -5.9541498266131798E+00 a        22     0     1     1    22
 -3.5370461265445923E+00 a        23     0     1     1    23
 -1.6141860233735628E+00 a        24     0     1     1    24
 -2.3310295868198216E+00 a        25     0     2     1     1
 -2.0774383569488397E+00 a        26     0     2     1     2
 -2.7133584391943346E+00 a        27     0     2     1     3
 -1.4928308227781075E-02 a        28     0     2     1     4
 -3.8364656042755354E+00 a        29     0     2     1     5
  9.2407224056073156E-01 a        30     0     2     1     6
 -2.7082195216576062E+00 a        31     0     2     1     7
  4.5306412171319765E+00 a        32     0     2     1     8
  1.9931789282147161E+00 a        33     0     2     1     9
 -1.5979597154414130E-01 a        34     0     2     1    10
  2.1670444726092226E+00 a        35     0     2     1    11
 -2.2946168203956439E+00 a        36     0     2     1    12
 -6.4241124902548670E+00 a        37     0     2     1    13
 -4.2791629412909717E+00 a        38     0     2     1    14
  1.8240235412236256E+00 a        39     0     2     1    15
 -3.4580454409065930E-01 a        40     0     2     1    16
 -1.0531956453942148E+00 a        41     0     2     1    17
 -3.7473790960962852E+00 a        42     0     2     1    18
 -2.6650252014355500E+00 a        43     0     2     1    19
  6.0944677863326548E+00 a        44     0     2     1    20
  7.9564596597984127E-01 a        45     0     2     1    21
 -3.5612829603059297E+00 a        46     0     2     1    22
 -1.3549501050808264E+00 a        47     0     2     1    23
 -1.7276378561645933E+00 a        48     0     2     1    24
 -3.0802726713074038E+00 a        49     0     3     1     1
  1.3444824698254303E+00 a        50     0     3     1     2
 -4.3539956092234151E+00 a        51     0     3     1     3
 -1.8191022334052647E+00 a        52     0     3     1     4
 -1.1971711200836372E+00 a        53     0     3     1     5
  1.5410829206059984E+00 a        54     0     3     1     6
 -1.2884679285093203E+00 a        55     0     3     1     7
  7.9363158298675138E+00 a        56     0     3     1     8
 -4.4332155527238699E+00 a        57     0     3     1     9
 -2.3380620231497629E+00 a        58     0     3     1    10
 -4.9646897717146459E+00 a        59     0     3     1    11
 -3.3366173578598493E+00 a        60     0     3     1    12
 -2.8159393612254391E-01 a        61     0     3     1    13
 -2.8495425540883632E+00 a        62     0     3     1    14
 -4.4470455640972589E-01 a        63     0     3     1    15
  7.0517637447631820E+00 a        64     0     3     1    16
