################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.3712365602535884E-01 a         1     0     1     1     1
 -6.7665680914420747E+00 a         2     0     1     1     2
  5.6055792393697219E+00 a         3     0     1     1     3
 -1.0687323322012334E+01 a         4     0     1     1     4
  5.6047052560005328E-01 a         5     0     1     1     5
  1.8589529319732649E+00 a         6     0     1     1     6
  9.3820384437181037E+00 a         7     0     1     1     7
 -2.5860710823122344E+00 a         8     0     1     1     8
 -1.1331321303536461E+00 a         9     0     1     1     9
 -5.1510478875807486E+00 a        10     0     1     1    10
 -6.1301564103884310E-01 a        11     0     1     1    11
  5.8545870830597737E+00 a        12     0     1     1    12
 -6.5956202621020408E+00 a        13     0     1     1    13
  9.8503199705735351E+00 a        14     0     1     1    14
 -6.8504805273244651E+00 a        15     0     1     1    15
 -7.8866149331352151E+00 a        16     0     1     1    16
  6.6025090683378806E+00 a        17     0     1     1    17
  4.1654287734604702E+00 a        18     0     1     1    18
 -8.8316334929371954E-01 a        19     0     1     1    19
 -3.9475047289867731E+00 a        20     0     1     1    20
  1.8229904209131824E+00 a        21     0     1     1    21
 -6.3923180661575474E+00 a        22     0     1     1    22
  3.1497231157274617E+00 a        23     0     1     1    23
 -1.3695192180521325E+00 a        24     0     1     1    24
  2.6814211830066279E+00 a        25     0     2     1     1
 -2.4606938912285674E+00 a        26     0     2     1     2
  9.2326413504107343E+00 a        27     0     2     1     3
  2.3987362394393710E+00 a        28     0     2     1     4
 -6.2401749073389903E+00 a        29     0     2     1     5
  3.4147101613461612E+00 a        30     0     2     1     6
  6.5156958678948662E-01 a        31     0     2     1     7
 -3.3237860076035579E+00 a        32     0     2     1     8
  5.2400766437304735E-01 a        33     0     2     1     9
 -3.6513417319723518E-01 a        34     0     2     1    10
  3.2488635958665744E+00 a        35     0     2     1    11
 -4.0531105853368619E+00 a        36     0     2     1    12
  8.8607266649719019E-01 a        37     0     2     1    13
 -4.1111634885183550E+00 a        38     0     2     1    14
 -8.3157785450753530E-01 a        39     0     2     1    15
  1.8687202995100202E-01 a        40     0     2     1    16
  4.4114569071554337E+00 a        41     0     2     1    17
  3.9455066328034399E-01 a        42     0     2     1    18
  6.9426334357876307E+00 a        43     0     2     1    19
  4.8903470370813516E-02 a        44     0     2     1    20
 -1.6050456990435211E+00 a        45     0     2     1    21
 -8.8360321970760687E+00 a        46     0     2     1    22
  2.6475600857204262E+00 a        47     0     2     1    23
 -2.4864570379181301E+00 a        48     0     2     1    24
 -3.1434730570832908E-01 a        49     0     3     1     1
  3.1597136402139787E+00 a        50     0     3     1     2
  3.1476531058501309E+00 a        51     0     3     1     3
  1.2332410283818516E+00 a        52     0     3     1     4
  9.3429189560046888E-01 a        53     0     3     1     5
  2.0690551955752685E+00 a        54     0     3     1     6
 -1.5975726071364786E+00 a        55     0     3     1     7
 -3.3637378857767346E+00 a        56     0     3     1     8
  1.3028164236099291E+00 a        57     0     3     1     9
  1.0187893035126503E+00 a        58     0     3     1    10
 -6.0742888005399165E-01 a        59     0     3     1    11
  2.3340633383847336E+00 a        60     0     3     1    12
  1.3581179849270320E+00 a        61     0     3     1    13
  3.4604349301091797E+00 a        62     0     3     1    14
 -2.3223676826058890E+00 a        63     0     3     1    15
 -1.3503046877859087E-01 a        64     0     3     1    16
 -6.3614745521244154E-01 a        65     0     3     1    17
  1.6459983048655460E-01 a        66     0     3     1    18
  3.6056046562754956E-01 a        67     0     3     1    19
 -1.8986196448724528E+00 a        68     0     3     1    20
 -4.3753193898255116E+00 a        69     0     3     1    21
  1.3267831530296521E+00 a        70     0     3     1    22
  1.6668699083111902E+00 a        71     0     3     1    23
  2.2034817212690014E-01 a        72     0     3     1    24
 -8.7754654603095339E-02 a        73     0     4     1     1
  7.1217301016111856E+00 a        74     0     4     1     2
 -2.7375588324494489E+00 a        75     0     4     1     3
  9.0818467699525414E+00 a        76     0     4     1     4
 -8.9988012194762734E-01 a        77     0     4     1     5
  1.3218297139297908E-01 a        78     0     4     1     6
 -7.2098009152173752E+00 a        79     0     4     1     7
  3.0026486611838661E+00 a        80     0     4     1     8
 -1.7890164486202969E+00 a        81     0     4     1     9
  1.9130538156813661E+00 a        82     0     4     1    10
  5.4555047229876452E-01 a        83     0     4     1    11
 -5.8065623756630353E+00 a        84     0     4     1    12
  6.0197999925458578E+00 a        85     0     4     1    13
 -8.4880718995371947E+00 a        86     0     4     1    14
  5.9117754433534131E+00 a        87     0     4     1    15
  6.1128567840127692E+00 a        88     0     4     1    16
 -5.9380838770184070E+00 a        89     0     4     1    17
 -3.2018662997315701E+00 a        90     0     4     1    18
  1.1297197190482584E+00 a        91     0     4     1    19
  2.5165908753414143E+00 a        92     0     4     1    20
 -1.9305700187790562E+00 a        93     0     4     1    21
  5.6430772982511135E+00 a        94     0     4     1    22
 -2.1422459117970551E+00 a        95     0     4     1    23
  1.3051156320957427E+00 a        96     0     4     1    24
 -1.5515350730259012E-01 a        97     0     5     1     1
