1.497417278736052282e+01 -0.34189813
1.499061683024259040e+01 -0.35058839
1.500706087312465797e+01 -0.35892602
1.502350491600672555e+01 -0.36691122
1.503994895888879313e+01 -0.37454414
1.505639300177086071e+01 -0.38182490
1.507283704465292828e+01 -0.38875357
1.508928108753499586e+01 -0.39533017
1.510572513041706344e+01 -0.40155471
1.512216917329913102e+01 -0.40742711
1.513861321618119860e+01 -0.41294728
1.515505725906326617e+01 -0.41811509
1.517150130194533375e+01 -0.42293034
1.518794534482740310e+01 -0.42739281
1.520438938770947068e+01 -0.43150225
1.522083343059153826e+01 -0.43525832
1.523727747347360584e+01 -0.43866070
1.525372151635567342e+01 -0.44170897
1.527016555923774099e+01 -0.44440271
1.528660960211980857e+01 -0.44674144
1.530305364500187615e+01 -0.44872463
1.531949768788394373e+01 -0.45035172
1.533594173076601130e+01 -0.45162210
1.535238577364807888e+01 -0.45253514
1.536882981653014646e+01 -0.45309013
1.538527385941221404e+01 -0.45328634
1.540171790229428161e+01 -0.45312301
1.541816194517634919e+01 -0.45259930
1.543460598805841677e+01 -0.45171437
1.545105003094048435e+01 -0.45046732
1.546749407382255193e+01 -0.44885718
1.548393811670461950e+01 -0.44688299
1.550038215958668708e+01 -0.44454371
1.551682620246875466e+01 -0.44183827
1.553327024535082224e+01 -0.43876556
1.554971428823288981e+01 -0.43532442
1.556615833111495917e+01 -0.43151365
1.558260237399702675e+01 -0.42733201
1.559904641687909432e+01 -0.42277823
1.561549045976116190e+01 -0.41785097
1.563193450264322948e+01 -0.41254887
1.564837854552529706e+01 -0.40687051
1.566482258840736463e+01 -0.40081446
1.568126663128943221e+01 -0.39437920
1.569771067417149979e+01 -0.38756321
1.571415471705356737e+01 -0.38036491
1.573059875993563494e+01 -0.37278268
1.574704280281770252e+01 -0.36481484
1.576348684569977010e+01 -0.35645971
1.577993088858183768e+01 -0.34771552
1.579637493146390526e+01 -0.33858049
1.581281897434597283e+01 -0.32905279
1.582926301722804041e+01 -0.31913053
1.584570706011010799e+01 -0.30881181
1.586215110299217557e+01 -0.29809467
1.587859514587424314e+01 -0.28697709
1.589503918875631072e+01 -0.27545705
1.591148323163837830e+01 -0.26353244
1.592792727452044588e+01 -0.25120115
1.594437131740251345e+01 -0.23846099
1.596081536028458103e+01 -0.22530977
1.597725940316664861e+01 -0.21174522
1.599370344604871619e+01 -0.19776504
1.601014748893078377e+01 -0.18336689
1.602659153181285134e+01 -0.16854839
1.604303557469491892e+01 -0.15330712
1.605947961757698650e+01 -0.13764061
1.607592366045905408e+01 -0.12154635
1.609236770334112165e+01 -0.10502178
1.610881174622318923e+01 -0.08806432
1.612525578910525681e+01 -0.07067132
1.614169983198732439e+01 -0.05284011
1.615814387486939552e+01 -0.03456796
1.617458791775145954e+01 -0.01585211
1.619103196063353067e+01 0.00331023
1.620747600351559825e+01 0.02292193
1.622392004639766583e+01 0.04298587
1.624036408927973341e+01 0.06350499
1.625680813216180098e+01 0.08448226
1.627325217504386856e+01 0.10592069
1.628969621792593614e+01 0.12782335
1.630614026080800372e+01 0.15019334
1.632258430369007129e+01 0.17303381
1.633902834657213887e+01 0.19634793
1.635547238945420645e+01 0.22013894
1.637191643233627403e+01 0.24441011
1.638836047521834161e+01 0.26916476
1.640480451810040918e+01 0.29440623
1.642124856098247676e+01 0.32013794
1.643769260386454434e+01 0.34636331
1.645413664674661192e+01 0.37308583
1.647058068962867949e+01 0.40030902
1.648702473251074707e+01 0.42803646
1.650346877539281465e+01 0.45627176
1.651991281827488223e+01 0.48501856
1.653635686115694980e+01 0.51428055
1.655280090403901738e+01 0.54406149
1.656924494692108496e+01 0.57436514
1.658568898980315254e+01 0.60519532
1.660213303268522012e+01 0.63655590
