################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.0956642335906244E+00 a         1     0     1     1     1
 -1.4343029142721861E+00 a         2     0     1     1     2
 -5.9843136268222552E-01 a         3     0     1     1     3
 -2.7716909488265595E+00 a         4     0     1     1     4
 -2.8338644129641657E+00 a         5     0     1     1     5
  8.7503885674481863E-01 a         6     0     1     1     6
  2.8771427687176299E-01 a         7     0     1     1     7
  4.3777886180239867E-01 a         8     0     1     1     8
 -4.4296271450124580E+00 a         9     0     1     1     9
 -2.5946120275547719E+00 a        10     0     1     1    10
  3.4596767941731674E-03 a        11     0     1     1    11
  6.5001085750242538E-01 a        12     0     1     1    12
  2.0332519499765178E+00 a        13     0     1     1    13
 -1.9402252421683519E-01 a        14     0     1     1    14
  1.5537363297788218E+00 a        15     0     1     1    15
  2.4587538395165938E+00 a        16     0     1     1    16
 -7.9566664328819037E-01 a        17     0     1     1    17
 -4.7186386858839588E+00 a        18     0     1     1    18
 -1.8984149395892511E+00 a        19     0     1     1    19
 -2.6228369521824013E+00 a        20     0     1     1    20
  7.6169029174373126E-01 a        21     0     1     1    21
  2.3547684029811178E+00 a        22     0     1     1    22
  9.4991983305390826E-01 a        23     0     1     1    23
  7.1042851284609831E-01 a        24     0     1     1    24
  5.1894142559592655E+00 a        25     0     2     1     1
  2.4254618763383982E+00 a        26     0     2     1     2
  3.7529761660650136E+00 a        27     0     2     1     3
  1.7159430229992090E+00 a        28     0     2     1     4
 -6.9422123940626932E+00 a        29     0     2     1     5
 -2.7981935054653189E+00 a        30     0     2     1     6
 -4.7438000051536218E+00 a        31     0     2     1     7
  1.2555531243588101E+01 a        32     0     2     1     8
  9.2396026669554820E-01 a        33     0     2     1     9
 -2.1285136032413203E+00 a        34     0     2     1    10
 -2.6676313075309439E+00 a        35     0     2     1    11
 -1.6191697003971961E-01 a        36     0     2     1    12
  3.0981260909061209E-01 a        37     0     2     1    13
  9.3355999540837633E+00 a        38     0     2     1    14
  1.9252698429557074E+00 a        39     0     2     1    15
 -9.2462142249824020E-01 a        40     0     2     1    16
 -5.5762201353761975E-01 a        41     0     2     1    17
 -7.2240563571153693E+00 a        42     0     2     1    18
 -1.9246173177310486E+00 a        43     0     2     1    19
  7.8688010202488046E-01 a        44     0     2     1    20
  4.2369294006589797E+00 a        45     0     2     1    21
 -1.4209886803174965E-01 a        46     0     2     1    22
 -2.2118165972177040E+00 a        47     0     2     1    23
  3.1695631346238038E+00 a        48     0     2     1    24
 -9.0909883346219047E+00 a        49     0     3     1     1
  2.6436668828340376E-01 a        50     0     3     1     2
  3.7647160002010613E+00 a        51     0     3     1     3
  3.7871689292275457E-01 a        52     0     3     1     4
 -3.7750509552527918E+00 a        53     0     3     1     5
 -7.3851361651074166E-01 a        54     0     3     1     6
  3.3746741797093533E+00 a        55     0     3     1     7
  4.8325200921871125E-01 a        56     0     3     1     8
 -1.1880584243286922E+01 a        57     0     3     1     9
 -4.3923611269425420E+00 a        58     0     3     1    10
 -1.2349177960375088E+00 a        59     0     3     1    11
 -9.3537892363441488E-01 a        60     0     3     1    12
  3.3451285067515695E+00 a        61     0     3     1    13
 -8.5449891502144903E-01 a        62     0     3     1    14
  2.7877490930214188E+00 a        63     0     3     1    15
  4.2110964626714340E+00 a        64     0     3     1    16
  1.6526684268162664E+00 a        65     0     3     1    17
  3.0053568639058441E+00 a        66     0     3     1    18
  3.8381277074378199E+00 a        67     0     3     1    19
 -2.9534911745131400E+00 a        68     0     3     1    20
  9.3748613976764450E-01 a        69     0     3     1    21
 -3.7400570996428102E+00 a        70     0     3     1    22
 -2.6346312586543480E-01 a        71     0     3     1    23
  4.3593614368802021E+00 a        72     0     3     1    24
 -6.6300017251087286E+00 a        73     0     4     1     1
 -3.0959803508142736E+00 a        74     0     4     1     2
 -5.8097411737505675E+00 a        75     0     4     1     3
 -3.2071218706825610E+00 a        76     0     4     1     4
  3.6803211757164371E+00 a        77     0     4     1     5
  5.2802977436258507E+00 a        78     0     4     1     6
  1.1083500955842034E+00 a        79     0     4     1     7
 -1.0587080474439091E+01 a        80     0     4     1     8
 -2.1559942012705219E-01 a        81     0     4     1     9
  5.2770711670665396E+00 a        82     0     4     1    10
  1.8265312924130939E+00 a        83     0     4     1    11
  3.0536335300218806E+00 a        84     0     4     1    12
 -3.6594447954747804E+00 a        85     0     4     1    13
 -6.5183334114872862E+00 a        86     0     4     1    14
 -2.1766584527896504E+00 a        87     0     4     1    15
  1.7068790895652532E+00 a        88     0     4     1    16
  3.9037591395870835E-01 a        89     0     4     1    17
  4.3903862165687473E+00 a        90     0     4     1    18
  1.1065424037616258E+00 a        91     0     4     1    19
 -3.8844394938199476E+00 a        92     0     4     1    20
 -2.3056882091144133E+00 a        93     0     4     1    21
 -3.1977928696712765E-01 a        94     0     4     1    22
  2.0065728683495663E+00 a        95     0     4     1    23
