0 0 0.718340611325857 0 0.706628231840341 Mg->Al_0.33
1 0 0.859040406990971 0 0.8786178981390549 Mg->Si_0.31
2 0 0.894468485319976 0 0.8902871279926785 Mg->Al_0.33
3 0 0.9826620491367066 0 1.0037438784347614 Mg->Si_0.36
4 0 0.8334550368313103 0 0.8388610098256777 Mg->Al_0.3
5 0 1.0344448809264577 0 1.0270149197094725 Mg->Si_0.33
6 0 0.8334555668993744 0 0.8388441387644434 Mg->Al_0.3
7 0 1.0344448363102856 0 1.0270192735188175 Mg->Si_0.33
8 0 0.8944687930129476 0 0.8902931144905324 Mg->Al_0.33
9 0 0.9826621603642707 0 1.0037289121755748 Mg->Si_0.36
10 0 0.7852552786212073 0 0.7835767941207905 Si->Al_0.39
11 0 1.3078734434457147 0 1.349497737341153 Si->Mg_0.5
12 0 0.5561244819841704 0 0.5149519777835394 Si->Al_0.25
13 0 0.808190157658828 0 0.8127221270260634 Si->Mg_0.39
14 0 0.1320618387549075 0 0.14672491703026935 Si->Al_0.33
15 0 0.0296818899732898 0 -0.018620410526636988 Si->Mg_0.3
16 0 0.13206184837372348 0 0.1466997465024633 Si->Al_0.33
17 0 0.029681856103707105 0 -0.018630750848387834 Si->Mg_0.3
18 0 0.5561249136812876 0 0.5149615017792257 Si->Al_0.25
19 0 0.8081901594778174 0 0.8127426716382615 Si->Mg_0.39
20 0 0.7852551092951217 0 0.7835669980261173 Si->Al_0.39
21 0 1.3078729388216743 0 1.3495146084169392 Si->Mg_0.5
