################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.3029240602338010E+00 a         1     0     1     1     1
  4.0570101832412331E-01 a         2     0     1     1     2
 -1.0273888351719755E+01 a         3     0     1     1     3
 -4.2321823298625736E+00 a         4     0     1     1     4
 -8.0489316607042372E-01 a         5     0     1     1     5
 -6.4523616647521265E-01 a         6     0     1     1     6
 -8.4375186199157657E+00 a         7     0     1     1     7
  4.8133935584487864E+00 a         8     0     1     1     8
 -5.4029817822147024E+00 a         9     0     1     1     9
 -9.0302658631117367E+00 a        10     0     1     1    10
  1.0275074391542827E+01 a        11     0     1     1    11
 -2.9856373277093620E+00 a        12     0     1     1    12
 -5.0964452115092600E+00 a        13     0     1     1    13
 -1.2001742695806050E+00 a        14     0     1     1    14
  2.1285428251923686E+00 a        15     0     1     1    15
 -5.1707041678226124E+00 a        16     0     1     1    16
 -5.0463562325304414E+00 a        17     0     1     1    17
 -7.7020659376044049E+00 a        18     0     1     1    18
 -3.9614401453728365E+00 a        19     0     1     1    19
  4.8048197840402045E+00 a        20     0     1     1    20
  8.4957184164493658E+00 a        21     0     1     1    21
  7.6442991486578016E-01 a        22     0     1     1    22
  8.5120442569389869E+00 a        23     0     1     1    23
  7.1439016694090300E+00 a        24     0     1     1    24
 -2.4699132711830369E+00 a        25     0     2     1     1
  2.5733407587477219E+00 a        26     0     2     1     2
 -5.8777854340297404E+00 a        27     0     2     1     3
 -1.0639047177350913E+00 a        28     0     2     1     4
  3.6315548684715382E+00 a        29     0     2     1     5
  1.9905490772420156E-01 a        30     0     2     1     6
  1.0589308505222397E-01 a        31     0     2     1     7
  1.1006014273466931E+00 a        32     0     2     1     8
  2.2436903105488809E-01 a        33     0     2     1     9
 -3.4964464718703283E+00 a        34     0     2     1    10
  5.8245444067193486E-01 a        35     0     2     1    11
 -1.4360897634825134E+00 a        36     0     2     1    12
 -2.9333664588356081E+00 a        37     0     2     1    13
  1.4473110386732126E+00 a        38     0     2     1    14
  5.4406747964356601E+00 a        39     0     2     1    15
 -1.4648382835433211E+00 a        40     0     2     1    16
 -2.3079571560506400E+00 a        41     0     2     1    17
  2.3473716704350411E+00 a        42     0     2     1    18
 -9.1513872128403084E-01 a        43     0     2     1    19
  7.4220524105947483E-02 a        44     0     2     1    20
  2.0731217637449473E+00 a        45     0     2     1    21
  4.5049589640077575E-01 a        46     0     2     1    22
  5.9534034269474712E-01 a        47     0     2     1    23
  2.4775778129912469E+00 a        48     0     2     1    24
 -3.4293763177607586E+00 a        49     0     3     1     1
 -2.0268837764255259E+00 a        50     0     3     1     2
  7.2324645335902349E-01 a        51     0     3     1     3
  2.1908579167779667E+00 a        52     0     3     1     4
 -1.1444726551034061E+00 a        53     0     3     1     5
 -5.1122986978664313E+00 a        54     0     3     1     6
 -4.5383585266000820E-01 a        55     0     3     1     7
  2.8447293519723305E+00 a        56     0     3     1     8
  1.5648558224530582E+00 a        57     0     3     1     9
 -2.3063325647732205E+00 a        58     0     3     1    10
