1.000000000000000000e+00 6.030000000000000000e+02 5.710000000000000000e+02 1.172664684468350060e+02 1.071357807190230034e+02 -1.013068772781200266e+01 2.769229372913999843e+00 2.284190742782000072e+00 -4.850386301319997706e-01
2.000000000000000000e+00 5.390000000000000000e+02 5.230000000000000000e+02 1.396756361644040112e+02 9.958344962834100045e+01 -4.009218653606301075e+01 9.443701400439999949e-01 4.725065438475000157e+00 3.780695298431000051e+00
3.000000000000000000e+00 6.400000000000000000e+02 6.370000000000000000e+02 1.164540951847839949e+02 9.080630901095800311e+01 -2.564778617382599180e+01 2.898967766350000197e+00 3.561270652831999950e+00 6.623028864819997530e-01
4.000000000000000000e+00 6.090000000000000000e+02 5.750000000000000000e+02 1.247848755036600039e+02 9.672751753064700608e+01 -2.805735797301299783e+01 4.713132983805000009e+00 3.822279013118000002e+00 -8.908539706870000074e-01
5.000000000000000000e+00 5.920000000000000000e+02 5.530000000000000000e+02 1.230707404899389985e+02 9.159783245253599659e+01 -3.147290803740300191e+01 4.366506113028999714e+00 6.482093931484000038e+00 2.115587818455000324e+00
6.000000000000000000e+00 5.900000000000000000e+02 5.670000000000000000e+02 1.166929496702610010e+02 1.029715064059350027e+02 -1.372144326432599826e+01 4.248122518274000115e+00 4.951134145245999818e+00 7.030116269719997035e-01
7.000000000000000000e+00 5.870000000000000000e+02 5.520000000000000000e+02 1.075351658964499961e+02 9.429836085903899345e+01 -1.323680503741100267e+01 4.725665765682999897e+00 5.476643822826000374e+00 7.509780571430004770e-01
8.000000000000000000e+00 6.010000000000000000e+02 5.550000000000000000e+02 1.204415487315000064e+02 9.170813052959600498e+01 -2.873341820190400142e+01 4.030383789853000387e+00 3.338591256652000183e+00 -6.917925332010002037e-01
9.000000000000000000e+00 6.090000000000000000e+02 5.710000000000000000e+02 1.174034456059939941e+02 1.039276761159949984e+02 -1.347576948999899571e+01 2.931485939252000072e+00 2.938772239732000191e+00 7.286300480000118540e-03
1.000000000000000000e+01 5.710000000000000000e+02 5.540000000000000000e+02 1.126564466836260010e+02 9.571508959068900424e+01 -1.694135709293699676e+01 2.698590252897000052e+00 5.389196280156999919e+00 2.690606027259999866e+00
1.100000000000000000e+01 5.920000000000000000e+02 5.650000000000000000e+02 1.148626608756359957e+02 9.669608880339700363e+01 -1.816657207223899206e+01 2.290082771664999850e+00 1.031942480469999923e+00 -1.258140291194999927e+00
1.200000000000000000e+01 5.980000000000000000e+02 5.600000000000000000e+02 1.162024988020900054e+02 9.262338026264700375e+01 -2.357911853944300162e+01 3.385911762321000218e+00 7.797752081929999468e-01 -2.606136554128000160e+00
1.300000000000000000e+01 6.470000000000000000e+02 6.190000000000000000e+02 1.077399366047559965e+02 9.904872294240600183e+01 -8.691213662349994706e+00 4.164966062349000353e+00 6.039433730609999884e+00 1.874467668260999531e+00
1.400000000000000000e+01 6.220000000000000000e+02 5.990000000000000000e+02 1.092914478945239978e+02 9.064541858220499648e+01 -1.864602931231900129e+01 3.263504113109000127e+00 7.225038256558000249e+00 3.961534143449000123e+00
1.500000000000000000e+01 6.100000000000000000e+02 5.550000000000000000e+02 1.250860452715910043e+02 9.898685441945400498e+01 -2.609919085213699930e+01 5.573908050225999666e+00 5.390953759531999623e+00 -1.829542906940000435e-01
1.600000000000000000e+01 6.190000000000000000e+02 5.770000000000000000e+02 1.138836316392779935e+02 9.803261961588299300e+01 -1.585101202339500048e+01 6.744758610025000323e+00 4.387896620678000126e+00 -2.356861989347000197e+00
1.700000000000000000e+01 5.450000000000000000e+02 4.900000000000000000e+02 1.135057782796990011e+02 9.963317706369799964e+01 -1.387260121600100149e+01 1.564718269801999906e+00 2.024352305069999858e+00 4.596340352679999519e-01
1.800000000000000000e+01 5.450000000000000000e+02 5.120000000000000000e+02 1.063519586976420044e+02 1.011314303466120066e+02 -5.220528351029997793e+00 4.510106936918999665e+00 4.153282814759999830e+00 -3.568241221589998347e-01
1.900000000000000000e+01 5.890000000000000000e+02 5.630000000000000000e+02 1.171185297337370059e+02 9.465214986556300403e+01 -2.246637986817400190e+01 2.078278887698000066e+00 5.214334405649999837e+00 3.136055517951999771e+00
2.000000000000000000e+01 5.830000000000000000e+02 5.340000000000000000e+02 1.205053282662209995e+02 9.525675510366299648e+01 -2.524857316255800299e+01 4.148272813199000097e+00 3.272067347457999986e+00 -8.762054657410001113e-01
2.100000000000000000e+01 5.970000000000000000e+02 5.700000000000000000e+02 1.185307791012500047e+02 9.784455938065799785e+01 -2.068621972059200687e+01 2.981623156539999986e+00 5.778673611138000155e+00 2.797050454598000169e+00
2.200000000000000000e+01 6.090000000000000000e+02 5.860000000000000000e+02 1.212034173092209954e+02 9.796122810967999328e+01 -2.324218919954100215e+01 4.602041811946000038e+00 2.938350307668000205e+00 -1.663691504277999833e+00
2.300000000000000000e+01 5.420000000000000000e+02 5.240000000000000000e+02 1.212908480368430020e+02 1.007133911603429937e+02 -2.057745687650000832e+01 1.999097225619999918e+00 6.553308301882999842e+00 4.554211076262999924e+00
2.400000000000000000e+01 5.660000000000000000e+02 5.470000000000000000e+02 1.231850911267240036e+02 9.858239667048300703e+01 -2.460269445624099660e+01 2.745780779817999839e+00 7.994073575560999956e+00 5.248292795742999672e+00
2.500000000000000000e+01 5.600000000000000000e+02 5.240000000000000000e+02 1.203378660635540029e+02 9.832797827986000527e+01 -2.200988778369399768e+01 2.509224222298000129e+00 3.828406771660000096e+00 1.319182549361999968e+00
2.600000000000000000e+01 6.330000000000000000e+02 6.090000000000000000e+02 1.209416305985809998e+02 9.592818284700599918e+01 -2.501344775157500067e+01 6.116182663195999680e+00 9.717469409910000078e-01 -5.144435722204999450e+00
2.700000000000000000e+01 5.550000000000000000e+02 5.110000000000000000e+02 1.082938395650299981e+02 9.183082972938200328e+01 -1.646300983564799481e+01 5.318728587956999654e+00 3.515614151467000070e+00 -1.803114436489999584e+00
2.800000000000000000e+01 5.910000000000000000e+02 5.650000000000000000e+02 1.154286400108090049e+02 9.427549140626800295e+01 -2.115314860454100199e+01 4.170609237306000416e+00 5.334822025344999830e+00 1.164212788038999413e+00
2.900000000000000000e+01 5.990000000000000000e+02 5.570000000000000000e+02 1.198464386972540012e+02 9.618791908519999367e+01 -2.365851961205400755e+01 2.829262023225000089e+00 5.059849740964000198e+00 2.230587717739000109e+00
3.000000000000000000e+01 5.610000000000000000e+02 5.110000000000000000e+02 1.171574357958439947e+02 8.916474326350800084e+01 -2.799269253233599386e+01 3.823919851020999960e+00 4.649688289719000167e+00 8.257684386980002067e-01
3.100000000000000000e+01 5.460000000000000000e+02 5.050000000000000000e+02 1.091336060794670004e+02 9.487808408474499799e+01 -1.425552199472200243e+01 4.198476005363000141e+00 2.261700541538000042e+00 -1.936775463825000099e+00
3.200000000000000000e+01 6.280000000000000000e+02 6.170000000000000000e+02 1.254851622852090003e+02 9.283558964216599918e+01 -3.264957264304300111e+01 5.971968797255000183e+00 7.093168277534999788e+00 1.121199480279999605e+00
3.300000000000000000e+01 5.910000000000000000e+02 5.880000000000000000e+02 1.101854171033640029e+02 9.951118101553400663e+01 -1.067423608782999622e+01 3.013106582154999824e+00 5.290085450484999896e+00 2.276978868330000072e+00
3.400000000000000000e+01 6.250000000000000000e+02 5.910000000000000000e+02 1.115937165361360002e+02 9.468874935245699476e+01 -1.690496718367900542e+01 3.444070691500999981e+00 2.099430674055000168e+00 -1.344640017445999813e+00
3.500000000000000000e+01 5.630000000000000000e+02 5.370000000000000000e+02 1.196886229883530035e+02 9.730814111843200465e+01 -2.238048186992099886e+01 3.813455547483000085e+00 3.089626546918999850e+00 -7.238290005640002356e-01
3.600000000000000000e+01 5.840000000000000000e+02 5.320000000000000000e+02 1.170642412290060008e+02 9.432003518467899994e+01 -2.274420604432700088e+01 4.489567629380999847e+00 3.174271663553000167e+00 -1.315295965827999680e+00
3.700000000000000000e+01 6.130000000000000000e+02 5.760000000000000000e+02 1.148966772401270049e+02 9.306448509338200381e+01 -2.183219214674500108e+01 4.633671225252999903e+00 5.824246147510000249e+00 1.190574922257000345e+00
3.800000000000000000e+01 6.700000000000000000e+02 7.130000000000000000e+02 1.186088800551590055e+02 9.742841329934600481e+01 -2.118046675581300065e+01 4.384265489492999990e+00 3.006925225922000067e+00 -1.377340263570999923e+00
3.900000000000000000e+01 6.400000000000000000e+02 5.820000000000000000e+02 1.208267200063300066e+02 9.510178297592699437e+01 -2.572493703040301227e+01 3.633336742948999998e+00 3.401986464092999984e+00 -2.313502788560000134e-01
4.000000000000000000e+01 6.640000000000000000e+02 6.150000000000000000e+02 1.015199993710439941e+02 9.594630090588199778e+01 -5.573698465161996296e+00 4.358892317145000028e+00 3.753314556849999928e+00 -6.055777602950001004e-01
