################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -5.2050238687768458E+00 a         1     0     1     1     1
 -2.2146172010881728E+00 a         2     0     1     1     2
 -4.8397413646431637E+00 a         3     0     1     1     3
 -9.2990489972812469E+00 a         4     0     1     1     4
 -4.0449017210663518E+00 a         5     0     1     1     5
  7.1153826677064913E+00 a         6     0     1     1     6
 -3.8580620273634392E-01 a         7     0     1     1     7
  3.5644180884204615E+00 a         8     0     1     1     8
 -3.4159949043859243E+00 a         9     0     1     1     9
 -7.0084915163783279E+00 a        10     0     1     1    10
  2.1058612429463707E+01 a        11     0     1     1    11
 -4.0900448060855688E+00 a        12     0     1     1    12
  1.4536485134519392E+01 a        13     0     1     1    13
  7.9601016428510425E+00 a        14     0     1     1    14
 -2.1227729873748182E+00 a        15     0     1     1    15
 -3.4757381874626030E+00 a        16     0     1     1    16
  5.8558113773134197E+00 a        17     0     2     1     1
 -4.4797989723711051E+00 a        18     0     2     1     2
 -9.5768788325575088E-02 a        19     0     2     1     3
 -8.1278101788587307E+00 a        20     0     2     1     4
  3.3652505685911499E-01 a        21     0     2     1     5
  1.0858112577245937E+00 a        22     0     2     1     6
 -2.3675516451894038E-01 a        23     0     2     1     7
  2.9446579976020635E+00 a        24     0     2     1     8
 -9.0197675624997520E-01 a        25     0     2     1     9
 -7.2497698729555937E-01 a        26     0     2     1    10
 -5.4973265475713251E-01 a        27     0     2     1    11
  4.2810684189429713E+00 a        28     0     2     1    12
  8.2911777042150607E+00 a        29     0     2     1    13
 -5.9559695057024298E+00 a        30     0     2     1    14
 -2.5729222778749770E+00 a        31     0     2     1    15
  1.0920269988280669E+01 a        32     0     2     1    16
  7.3674264317831692E+00 a        33     0     3     1     1
 -4.8043078190795425E+00 a        34     0     3     1     2
  1.9968960415329695E+00 a        35     0     3     1     3
  8.2932495118576488E-01 a        36     0     3     1     4
  1.7427935197332922E+00 a        37     0     3     1     5
  1.5029966836770330E+00 a        38     0     3     1     6
 -2.0806878669101314E+00 a        39     0     3     1     7
  4.9238734625118058E-01 a        40     0     3     1     8
  8.4565647998728066E-01 a        41     0     3     1     9
 -5.0781462009218084E+00 a        42     0     3     1    10
 -1.8165607149808678E+00 a        43     0     3     1    11
 -4.8086926016795539E+00 a        44     0     3     1    12
  1.2254014264694739E+00 a        45     0     3     1    13
  8.2767202517383129E+00 a        46     0     3     1    14
 -6.2744100038055539E-01 a        47     0     3     1    15
  4.9900991742678293E+00 a        48     0     3     1    16
  1.3780964911089653E+00 a        49     0     4     1     1
 -1.6786188262440918E+00 a        50     0     4     1     2
  2.6306984362238635E+00 a        51     0     4     1     3
  6.0039646628950445E+00 a        52     0     4     1     4
  4.8256787191330881E+00 a        53     0     4     1     5
 -4.2802914410472050E+00 a        54     0     4     1     6
  2.3492980059698225E+00 a        55     0     4     1     7
 -3.3209297095969376E-01 a        56     0     4     1     8
  6.4288494095281159E+00 a        57     0     4     1     9
  6.2652058567979090E+00 a        58     0     4     1    10
 -2.3643185133154212E+01 a        59     0     4     1    11
  4.0356760282968676E+00 a        60     0     4     1    12
 -1.9687032888171125E+01 a        61     0     4     1    13
 -9.6815405781950830E+00 a        62     0     4     1    14
  1.8194684967689785E+00 a        63     0     4     1    15
  5.6779494181212939E+00 a        64     0     4     1    16
 -7.0244605502419404E+00 a        65     0     5     1     1
  4.2706790330143152E+00 a        66     0     5     1     2
 -3.2734874328269803E+00 a        67     0     5     1     3
  9.4838904007986535E+00 a        68     0     5     1     4
 -2.6848049047383362E-03 a        69     0     5     1     5
 -9.5818035423499481E-02 a        70     0     5     1     6
  3.7314860530781404E+00 a        71     0     5     1     7
  8.0523955108264182E+00 a        72     0     5     1     8
  9.0788421112388329E-01 a        73     0     5     1     9
  2.6772883359725332E+00 a        74     0     5     1    10
  3.0507741863665133E-01 a        75     0     5     1    11
 -4.2222723579035888E+00 a        76     0     5     1    12
 -9.5021818282407295E+00 a        77     0     5     1    13
  8.0803396704644967E+00 a        78     0     5     1    14
  4.1444377142769788E+00 a        79     0     5     1    15
 -1.2627444091231185E+01 a        80     0     5     1    16
  2.8061654844641792E-01 a        81     0     6     1     1
  1.0239431969743449E+00 a        82     0     6     1     2
 -7.4662391027679686E-02 a        83     0     6     1     3
 -7.3449537416855437E-01 a        84     0     6     1     4
 -1.5785025344900601E+00 a        85     0     6     1     5
  1.1762580323391766E-02 a        86     0     6     1     6
 -5.1427538004128748E-02 a        87     0     6     1     7
  7.4014368565079725E-01 a        88     0     6     1     8
