################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -4.4339808884216714E+00 a         1     0     1     1     1
  8.9248660336819672E+00 a         2     0     1     1     2
  9.2573867836518731E-01 a         3     0     1     1     3
 -4.6430317442214539E+00 a         4     0     1     1     4
  1.0723616823399724E+00 a         5     0     1     1     5
  5.2019301596012788E+00 a         6     0     1     1     6
  3.8874647108706140E+00 a         7     0     1     1     7
 -7.4865835431493322E+00 a         8     0     1     1     8
  4.1039747883921462E+00 a         9     0     1     1     9
 -4.9658873634235370E+00 a        10     0     1     1    10
 -3.2614730002108914E+00 a        11     0     1     1    11
 -1.7868059726594989E+00 a        12     0     1     1    12
 -6.2835693490870232E+00 a        13     0     1     1    13
  1.6921834851987119E+00 a        14     0     1     1    14
  5.4952238772137569E+00 a        15     0     1     1    15
  3.4995844736151924E+00 a        16     0     1     1    16
 -3.9429416202266734E+00 a        17     0     1     1    17
  1.3046836781360591E+00 a        18     0     1     1    18
 -3.0350956833824201E+00 a        19     0     1     1    19
 -2.1114988331596667E+00 a        20     0     1     1    20
  8.4543233586267874E+00 a        21     0     1     1    21
 -2.0155039408398590E-01 a        22     0     1     1    22
 -2.6388403566338812E+00 a        23     0     1     1    23
 -1.6566043070294540E+01 a        24     0     1     1    24
 -1.0532070894894998E+00 a        25     0     2     1     1
 -1.0978271441266714E+00 a        26     0     2     1     2
  5.9412033936285242E+00 a        27     0     2     1     3
 -2.7746527539140340E+00 a        28     0     2     1     4
 -1.5626151595066953E+00 a        29     0     2     1     5
  9.3276799320933723E-01 a        30     0     2     1     6
 -3.5726984024993751E+00 a        31     0     2     1     7
 -6.7958316792930207E+00 a        32     0     2     1     8
  5.4123649653053038E-02 a        33     0     2     1     9
 -8.1672905001376650E-01 a        34     0     2     1    10
  2.7070945932851140E+00 a        35     0     2     1    11
  1.0081558967187236E+00 a        36     0     2     1    12
 -1.9176630079318790E+00 a        37     0     2     1    13
  1.2612347954488519E+00 a        38     0     2     1    14
 -3.5068374883731879E-01 a        39     0     2     1    15
  3.8612856343560498E-01 a        40     0     2     1    16
  2.9028630340869499E-02 a        41     0     2     1    17
 -3.4649147674586578E-01 a        42     0     2     1    18
 -4.7061443972629871E+00 a        43     0     2     1    19
  1.7845210125446234E+00 a        44     0     2     1    20
 -6.9069916322451097E-01 a        45     0     2     1    21
 -5.4141976843115431E+00 a        46     0     2     1    22
 -2.7336264203172567E+00 a        47     0     2     1    23
 -1.6805321303110747E+00 a        48     0     2     1    24
 -2.3023359032735899E+00 a        49     0     3     1     1
  6.5520660769230021E+00 a        50     0     3     1     2
  2.8682580838225853E+00 a        51     0     3     1     3
 -9.0843096057863182E+00 a        52     0     3     1     4
 -6.4536414686303631E+00 a        53     0     3     1     5
 -4.8397837566870200E-01 a        54     0     3     1     6
 -1.0767422480601108E+00 a        55     0     3     1     7
 -1.8308931051145010E+00 a        56     0     3     1     8
  4.7621107552561641E+00 a        57     0     3     1     9
 -5.6932937383933604E+00 a        58     0     3     1    10
  4.2152992065886403E+00 a        59     0     3     1    11
  5.6006852623898240E+00 a        60     0     3     1    12
 -3.9804599325736412E+00 a        61     0     3     1    13
 -7.4188822431063706E+00 a        62     0     3     1    14
  8.3209310971544700E-02 a        63     0     3     1    15
 -2.8732722457883657E+00 a        64     0     3     1    16
  2.7607880188402767E+00 a        65     0     3     1    17
 -1.5855286161688209E+00 a        66     0     3     1    18
 -3.8500812167005521E-01 a        67     0     3     1    19
  8.4719904104982469E+00 a        68     0     3     1    20
 -3.6368885485855253E+00 a        69     0     3     1    21
 -5.5282566258841150E+00 a        70     0     3     1    22
  1.9339029696343504E-01 a        71     0     3     1    23
 -7.5126899886825849E-01 a        72     0     3     1    24
  5.1732862659417638E+00 a        73     0     4     1     1
