0.494845360825   -0.217805285145 0_(NN@NN__fully_relaxed)
0.505154639175   -0.221102370168 1_(NN@NN__fully_relaxed)
0.494736842105   -0.210899716051 2_(NN@NN__fully_relaxed)
0.489583333333   -0.209909968924 3_(NN@NN__fully_relaxed)
0.494736842105   -0.211758812427 4_(NN@NN__fully_relaxed)
0.489583333333   -0.209958892437 5_(NN@NN__fully_relaxed)
0.494736842105   -0.211758813742 6_(NN@NN__fully_relaxed)
0.489583333333   -0.209958891321 7_(NN@NN__fully_relaxed)
0.494736842105   -0.21089971968 8_(NN@NN__fully_relaxed)
0.489583333333   -0.209909959124 9_(NN@NN__fully_relaxed)
0.505263157895   -0.210265716721 10_(NN@NN__fully_relaxed)
0.510416666667   -0.209780747049 11_(NN@NN__fully_relaxed)
0.505263157895   -0.210334835314 12_(NN@NN__fully_relaxed)
0.510416666667   -0.210978581797 13_(NN@NN__fully_relaxed)
0.494845360825   -0.21742168684 14_(NN@NN__fully_relaxed)
0.505154639175   -0.220465619425 15_(NN@NN__fully_relaxed)
0.494845360825   -0.217421688104 16_(NN@NN__fully_relaxed)
0.505154639175   -0.220465619111 17_(NN@NN__fully_relaxed)
0.505263157895   -0.210334839934 18_(NN@NN__fully_relaxed)
0.510416666667   -0.2109785812 19_(NN@NN__fully_relaxed)
0.505263157895   -0.210265718358 20_(NN@NN__fully_relaxed)
0.510416666667   -0.209780734793 21_(NN@NN__fully_relaxed)
