################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.0849966649020300E+00 a         1     0     1     1     1
  3.7516366971736117E+00 a         2     0     1     1     2
  3.4473985015732374E+00 a         3     0     1     1     3
 -3.1883638495803681E+00 a         4     0     1     1     4
  2.7658322181672022E+00 a         5     0     1     1     5
 -1.2826005264519943E-01 a         6     0     1     1     6
  9.5114061349825607E-01 a         7     0     1     1     7
 -2.4428825366726210E+00 a         8     0     1     1     8
 -2.6197875036137992E+00 a         9     0     1     1     9
 -8.6287085181314416E-01 a        10     0     1     1    10
  4.5301899065975737E-01 a        11     0     1     1    11
 -1.0273586276666657E+00 a        12     0     1     1    12
 -3.4203496874686805E+00 a        13     0     1     1    13
 -1.6697503194180197E+00 a        14     0     1     1    14
  2.6170049679651985E-01 a        15     0     1     1    15
  1.8096561877082320E+00 a        16     0     1     1    16
  1.1337207587922122E+00 a        17     0     1     1    17
  8.4143854290212894E-01 a        18     0     1     1    18
  1.4742341066709235E+00 a        19     0     1     1    19
  2.7759603734680978E+00 a        20     0     1     1    20
  4.6694573064387856E-01 a        21     0     1     1    21
 -2.3183330128526816E+00 a        22     0     1     1    22
  1.4180513156114545E+00 a        23     0     1     1    23
 -1.2395381504976994E+00 a        24     0     1     1    24
  4.4947240680869124E-02 a        25     0     2     1     1
 -1.3577936511192615E-01 a        26     0     2     1     2
 -2.3766220738886639E+00 a        27     0     2     1     3
  4.6939622588157111E+00 a        28     0     2     1     4
  2.2557758365393612E+00 a        29     0     2     1     5
 -6.0080710947798606E+00 a        30     0     2     1     6
 -3.5943267842414262E-01 a        31     0     2     1     7
 -1.8533484397598052E+00 a        32     0     2     1     8
 -3.0319057176631050E+00 a        33     0     2     1     9
 -1.2142069645258353E+00 a        34     0     2     1    10
 -1.8176089836329254E+00 a        35     0     2     1    11
  2.1001759348922642E+00 a        36     0     2     1    12
  2.6249562701912139E+00 a        37     0     2     1    13
  1.9637814856416160E+00 a        38     0     2     1    14
  4.1133339322441620E-01 a        39     0     2     1    15
 -2.4746125894770805E+00 a        40     0     2     1    16
  4.8276282482359284E-01 a        41     0     2     1    17
  4.1045939898382358E+00 a        42     0     2     1    18
  8.8733463489139797E-02 a        43     0     2     1    19
  2.6956567620416765E+00 a        44     0     2     1    20
 -3.1587086934961128E+00 a        45     0     2     1    21
  3.1934807490367878E+00 a        46     0     2     1    22
  2.7803186423139739E+00 a        47     0     2     1    23
  7.4227676701032763E-01 a        48     0     2     1    24
  6.2518353639534139E+00 a        49     0     3     1     1
  1.8343179758846325E+01 a        50     0     3     1     2
 -2.4819812300132646E+01 a        51     0     3     1     3
  2.6855768758112848E+01 a        52     0     3     1     4
  5.6717644740558013E+00 a        53     0     3     1     5
 -2.0759690141522764E+00 a        54     0     3     1     6
  7.6925940787671532E-01 a        55     0     3     1     7
  1.0473203313914858E+01 a        56     0     3     1     8
  6.5907334862503548E+00 a        57     0     3     1     9
  1.2722575862700130E+00 a        58     0     3     1    10
  9.5974336675781089E+00 a        59     0     3     1    11
  5.9899217848252819E+00 a        60     0     3     1    12
  1.9274152762309944E+00 a        61     0     3     1    13
 -8.1519160854255173E+00 a        62     0     3     1    14
  2.8457935541907727E+01 a        63     0     3     1    15
  1.9222672117315107E+00 a        64     0     3     1    16
  9.5845040520191338E-01 a        65     0     3     1    17
 -2.4483537042729862E+00 a        66     0     3     1    18
  2.3486760866252827E+00 a        67     0     3     1    19
  2.1859551992236490E+01 a        68     0     3     1    20
  4.0820524340731929E+01 a        69     0     3     1    21
 -8.5725265336354468E+00 a        70     0     3     1    22
  1.3980801139486609E+01 a        71     0     3     1    23
  1.4015250851191091E+01 a        72     0     3     1    24
 -1.3928759973645613E+01 a        73     0     4     1     1
 -2.5104955236460469E+01 a        74     0     4     1     2
  3.4747337681236182E+01 a        75     0     4     1     3
 -2.5960652833565398E+01 a        76     0     4     1     4
 -1.1353535069415100E+01 a        77     0     4     1     5
  2.4219394492207891E+00 a        78     0     4     1     6
 -4.5403121523993608E+00 a        79     0     4     1     7
 -1.6989248861840466E+01 a        80     0     4     1     8
 -6.5460149604888631E+00 a        81     0     4     1     9
 -3.0481673757260404E+00 a        82     0     4     1    10
 -1.1876281196680429E+01 a        83     0     4     1    11
 -1.9185650858723513E+01 a        84     0     4     1    12
 -1.3588579580574741E+01 a        85     0     4     1    13
 -6.3857933594801537E+00 a        86     0     4     1    14
 -4.4761505134290253E+01 a        87     0     4     1    15
 -1.2501126370533026E+01 a        88     0     4     1    16
 -3.0624120096485465E+00 a        89     0     4     1    17
 -7.1981713928142979E+00 a        90     0     4     1    18
 -1.0704182009053957E+00 a        91     0     4     1    19
 -3.5083563284629776E+01 a        92     0     4     1    20
 -5.5142408045706446E+01 a        93     0     4     1    21
  2.0365721507972303E+00 a        94     0     4     1    22
 -2.0968671417013127E+01 a        95     0     4     1    23
 -2.3192251559877413E+01 a        96     0     4     1    24
 -1.7847429987464666E-01 a        97     0     5     1     1
 -4.8637556897121054E-01 a        98     0     5     1     2
 -2.6729332608099854E-01 a        99     0     5     1     3
 -6.4808758257631516E-01 a       100     0     5     1     4
 -2.0533240279571441E+00 a       101     0     5     1     5
 -2.1950534611280448E+00 a       102     0     5     1     6
 -8.0309501728569910E-01 a       103     0     5     1     7
  4.7451000901118567E-01 a       104     0     5     1     8
  1.7276091339584967E+00 a       105     0     5     1     9
  3.6982083282830047E-01 a       106     0     5     1    10
 -1.8339695234933484E-01 a       107     0     5     1    11
  5.7117846758750446E-01 a       108     0     5     1    12
 -1.1540147815817403E+00 a       109     0     5     1    13
 -1.4837934203369504E-01 a       110     0     5     1    14
 -7.5926013931460173E-02 a       111     0     5     1    15
 -1.2475146264037174E+00 a       112     0     5     1    16
  3.2301297919128180E-01 a       113     0     5     1    17
 -9.3421751162080868E-01 a       114     0     5     1    18
 -7.6274976606222389E-01 a       115     0     5     1    19
 -1.0147330313362619E+00 a       116     0     5     1    20
 -1.2940346616393736E+00 a       117     0     5     1    21
  8.6759094492910604E-01 a       118     0     5     1    22
 -3.1709392085072746E-01 a       119     0     5     1    23
  6.1137525238833379E-01 a       120     0     5     1    24
  2.2059778595608790E-02 a       121     0     6     1     1
  3.2513658555195352E-01 a       122     0     6     1     2
  4.5734294765450229E-01 a       123     0     6     1     3
 -5.6276786497024356E-01 a       124     0     6     1     4
 -1.3974123263074967E+00 a       125     0     6     1     5
  4.4005938596290023E-01 a       126     0     6     1     6
  1.2867815545569519E-01 a       127     0     6     1     7
  1.0405887171188357E+00 a       128     0     6     1     8
  8.5714590929987278E-01 a       129     0     6     1     9
