0.00 0.00 0.00
9.7596
1.0 0.0 0.0
0.0 1.0 0.0
0.0 0.0 1.0
54
  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3333333      0.3333333      0.3333333
  0.1666667      0.1666667      0.1666667
  0.3333333      0.0000000E+00  0.0000000E+00
  0.5000000      0.1666667      0.1666667
  0.6666667      0.0000000E+00  0.0000000E+00
  0.8333333      0.1666667      0.1666667
  0.0000000E+00  0.3333333      0.0000000E+00
  0.1666667      0.5000000      0.1666667
  0.3333333      0.3333333      0.0000000E+00
  0.5000000      0.5000000      0.1666667
  0.6666667      0.3333333      0.0000000E+00
  0.8333333      0.5000000      0.1666667
  0.0000000E+00  0.6666667      0.0000000E+00
  0.1666667      0.8333333      0.1666667
  0.3333333      0.6666667      0.0000000E+00
  0.5000000      0.8333333      0.1666667
  0.6666667      0.6666667      0.0000000E+00
  0.8333333      0.8333333      0.1666667
  0.0000000E+00  0.0000000E+00  0.3333333
  0.1666667      0.1666667      0.5000000
  0.3333333      0.0000000E+00  0.3333333
  0.5000000      0.1666667      0.5000000
  0.6666667      0.0000000E+00  0.3333333
  0.8333333      0.1666667      0.5000000
  0.0000000E+00  0.3333333      0.3333333
  0.1666667      0.5000000      0.5000000
  0.5000000      0.5000000      0.5000000
  0.6666667      0.3333333      0.3333333
  0.8333333      0.5000000      0.5000000
  0.0000000E+00  0.6666667      0.3333333
  0.1666667      0.8333333      0.5000000
  0.3333333      0.6666667      0.3333333
  0.5000000      0.8333333      0.5000000
  0.6666667      0.6666667      0.3333333
  0.8333333      0.8333333      0.5000000
  0.0000000E+00  0.0000000E+00  0.6666667
  0.1666667      0.1666667      0.8333333
  0.3333333      0.0000000E+00  0.6666667
  0.5000000      0.1666667      0.8333333
  0.6666667      0.0000000E+00  0.6666667
  0.8333333      0.1666667      0.8333333
  0.0000000E+00  0.3333333      0.6666667
  0.1666667      0.5000000      0.8333333
  0.3333333      0.3333333      0.6666667
  0.5000000      0.5000000      0.8333333
  0.6666667      0.3333333      0.6666667
  0.8333333      0.5000000      0.8333333
  0.0000000E+00  0.6666667      0.6666667
  0.1666667      0.8333333      0.8333333
  0.3333333      0.6666667      0.6666667
  0.5000000      0.8333333      0.8333333
  0.6666667      0.6666667      0.6666667
  0.8333333      0.8333333      0.8333333
