################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  5.0661419232328324E+00 a         1     0     1     1     1
  1.4534386657363939E+01 a         2     0     1     1     2
 -5.7360929635987947E+00 a         3     0     1     1     3
 -7.5110175012422280E+00 a         4     0     1     1     4
  6.4070783593904901E-01 a         5     0     1     1     5
 -1.1091263052510838E+01 a         6     0     1     1     6
  2.5925687753902893E-01 a         7     0     1     1     7
  6.7735018393253732E+00 a         8     0     1     1     8
 -3.1729386063458019E+01 a         9     0     1     1     9
 -1.1447492982230176E+00 a        10     0     1     1    10
 -6.1798662222671474E+00 a        11     0     1     1    11
 -1.2558360119589107E+01 a        12     0     1     1    12
  4.0252849012079137E+00 a        13     0     1     1    13
 -5.3956954232787870E+00 a        14     0     1     1    14
 -1.5384650141884389E+01 a        15     0     1     1    15
 -1.5804823710606735E+01 a        16     0     1     1    16
 -6.6057950961094014E-01 a        17     0     1     1    17
 -1.4507874846393054E+01 a        18     0     1     1    18
 -3.2264070987302823E+01 a        19     0     1     1    19
 -1.9826346028415827E+01 a        20     0     1     1    20
  1.1633225840949244E+01 a        21     0     1     1    21
 -4.3550206038203836E+00 a        22     0     1     1    22
 -1.2095698247329972E+01 a        23     0     1     1    23
  1.0117150839403189E+01 a        24     0     1     1    24
 -2.4789164622456146E+00 a        25     0     2     1     1
 -9.8923992662417994E+00 a        26     0     2     1     2
  1.0566740076651853E+00 a        27     0     2     1     3
  5.6287037184666122E-01 a        28     0     2     1     4
 -2.9944058824221123E+00 a        29     0     2     1     5
  2.9887175292026602E+00 a        30     0     2     1     6
  4.2052556696716059E-01 a        31     0     2     1     7
 -4.5525984488548161E+00 a        32     0     2     1     8
  1.5626682426591152E+01 a        33     0     2     1     9
 -6.0740590805546324E+00 a        34     0     2     1    10
 -2.9775658422297058E-01 a        35     0     2     1    11
  3.4789395537100583E+00 a        36     0     2     1    12
 -9.5062818547378872E-02 a        37     0     2     1    13
  1.6165139793472889E+00 a        38     0     2     1    14
  7.1138937681621908E+00 a        39     0     2     1    15
  7.9469134827327332E+00 a        40     0     2     1    16
  3.5254100056417816E+00 a        41     0     2     1    17
  5.6615546105749219E+00 a        42     0     2     1    18
  1.3482712396674131E+01 a        43     0     2     1    19
  9.5910998020214411E+00 a        44     0     2     1    20
 -2.1120535635415449E+00 a        45     0     2     1    21
  3.1963023784719846E+00 a        46     0     2     1    22
  6.5489126902533057E+00 a        47     0     2     1    23
 -3.2210782172814523E+00 a        48     0     2     1    24
 -8.5740644177593539E-01 a        49     0     3     1     1
 -1.8922232162009220E+00 a        50     0     3     1     2
  7.3042860271115978E-02 a        51     0     3     1     3
 -1.3132381330148324E+00 a        52     0     3     1     4
 -1.6437812652156489E+00 a        53     0     3     1     5
  2.5944350841964021E+00 a        54     0     3     1     6
  1.7025416955601999E-01 a        55     0     3     1     7
 -1.1441130035783440E+00 a        56     0     3     1     8
  4.7523280000544226E+00 a        57     0     3     1     9
 -1.7722314624929760E+00 a        58     0     3     1    10
 -2.5005211882396465E+00 a        59     0     3     1    11
 -3.5420294388114665E-01 a        60     0     3     1    12
  5.5158197257069752E-01 a        61     0     3     1    13
  1.6366714048170494E+00 a        62     0     3     1    14
  2.0008205885463597E+00 a        63     0     3     1    15
  1.7277077454602074E+00 a        64     0     3     1    16
  3.1973976221823591E-01 a        65     0     3     1    17
  2.4768472635317411E+00 a        66     0     3     1    18
  2.8260328129933239E+00 a        67     0     3     1    19
  2.1864604096187055E+00 a        68     0     3     1    20
  8.4649592605998603E-01 a        69     0     3     1    21
  4.2951312213376253E-01 a        70     0     3     1    22
  1.5602521298619501E+00 a        71     0     3     1    23
 -2.0540633675462545E+00 a        72     0     3     1    24
 -8.5254152174655362E-01 a        73     0     4     1     1
 -2.1860403451597716E+00 a        74     0     4     1     2
  3.2405059307162882E+00 a        75     0     4     1     3
  8.9847378140442913E-01 a        76     0     4     1     4
  2.3383566340026715E-01 a        77     0     4     1     5
 -1.8114585541290806E+00 a        78     0     4     1     6
 -4.3019609926078778E-01 a        79     0     4     1     7
  2.4369189896543029E+00 a        80     0     4     1     8
  4.3881989777390178E+00 a        81     0     4     1     9
 -1.9566596877923368E+00 a        82     0     4     1    10
  5.7917837754398582E-01 a        83     0     4     1    11
  5.6767677257267701E-01 a        84     0     4     1    12
 -3.7160030709308343E+00 a        85     0     4     1    13
  9.2576140232524085E-01 a        86     0     4     1    14
  1.7236734868255135E+00 a        87     0     4     1    15
  5.4569312407436821E-01 a        88     0     4     1    16
 -2.9377641947943101E+00 a        89     0     4     1    17
  1.1908412243666073E+00 a        90     0     4     1    18
  3.3425001929053764E+00 a        91     0     4     1    19
  3.5609049204364136E+00 a        92     0     4     1    20
  9.8562514099647502E-01 a        93     0     4     1    21
  2.0380112068966477E-01 a        94     0     4     1    22
  2.8028225126545250E+00 a        95     0     4     1    23
  4.0317712263349623E+00 a        96     0     4     1    24
  5.5497721672195077E-01 a        97     0     5     1     1
  2.9422095359730469E+00 a        98     0     5     1     2
 -6.5473121774154286E-01 a        99     0     5     1     3
  5.2118183419659592E-01 a       100     0     5     1     4
  2.6960189273090980E+00 a       101     0     5     1     5
 -7.3383992246564361E-02 a       102     0     5     1     6
 -6.6051175196769740E-01 a       103     0     5     1     7
  9.8106708981925284E-01 a       104     0     5     1     8
 -3.3326662410251937E+00 a       105     0     5     1     9
  6.6823313517397964E-01 a       106     0     5     1    10
  1.3133324324916098E+00 a       107     0     5     1    11
 -1.3021954913852500E+00 a       108     0     5     1    12
  8.8017947209223457E-01 a       109     0     5     1    13
 -7.4331523919641584E-01 a       110     0     5     1    14
 -1.4364424514204537E+00 a       111     0     5     1    15
 -1.5871363272780794E+00 a       112     0     5     1    16
 -1.0464108626516564E+00 a       113     0     5     1    17
 -1.7845778015339655E+00 a       114     0     5     1    18
 -2.5962943720865614E+00 a       115     0     5     1    19
 -2.4868985258976557E+00 a       116     0     5     1    20
 -6.0927717173011964E-01 a       117     0     5     1    21
 -6.4193369216193030E-01 a       118     0     5     1    22
 -1.5861793834098590E+00 a       119     0     5     1    23
  1.1621016546123639E+00 a       120     0     5     1    24
  7.6381487818301141E-01 a       121     0     6     1     1
  1.1593010658673970E+00 a       122     0     6     1     2
 -2.0327889557301750E+00 a       123     0     6     1     3
  3.2405247289813199E-01 a       124     0     6     1     4
  6.1868234113221898E-01 a       125     0     6     1     5
 -8.1892769862441184E-01 a       126     0     6     1     6
 -4.5706234467024132E-01 a       127     0     6     1     7
 -1.5460496507547610E+00 a       128     0     6     1     8
