################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.1548031044297573E+00 a         1     0     1     1     1
 -1.8604453906898347E-01 a         2     0     1     1     2
 -9.5360635446502473E-02 a         3     0     1     1     3
 -1.6057672066484610E+00 a         4     0     1     1     4
  9.2365632356879068E-01 a         5     0     1     1     5
 -2.1054357721209380E-01 a         6     0     1     1     6
 -3.2566398398063678E-01 a         7     0     1     1     7
  1.2313729329653114E+00 a         8     0     1     1     8
 -1.3593441842275460E+00 a         9     0     1     1     9
 -2.5497799527693670E+00 a        10     0     1     1    10
 -1.5542085244481370E+00 a        11     0     1     1    11
  1.8260587857781325E+00 a        12     0     1     1    12
 -9.6748710537417237E-01 a        13     0     1     1    13
 -3.2858137319439956E-01 a        14     0     1     1    14
 -1.7528390749504901E+00 a        15     0     1     1    15
 -4.0863110909282546E-01 a        16     0     1     1    16
 -1.5468314154734677E+00 a        17     0     1     1    17
 -1.2363410271704141E+00 a        18     0     1     1    18
 -9.0864018405429015E-01 a        19     0     1     1    19
  2.0679376957706257E+00 a        20     0     1     1    20
 -1.5124820923155051E+00 a        21     0     1     1    21
 -8.7675095928506352E-01 a        22     0     1     1    22
  8.8506963104678121E-02 a        23     0     1     1    23
 -3.0467450670776092E-01 a        24     0     1     1    24
  1.5375889271424312E+00 a        25     0     2     1     1
  6.1818191571814085E-01 a        26     0     2     1     2
 -4.4709371499661249E-01 a        27     0     2     1     3
  1.6959993979825090E+00 a        28     0     2     1     4
 -2.1131690004605427E-01 a        29     0     2     1     5
  8.1131503073782396E-01 a        30     0     2     1     6
  1.0108636160422688E+00 a        31     0     2     1     7
 -5.5408297841643084E-01 a        32     0     2     1     8
 -7.9955523626007396E-01 a        33     0     2     1     9
 -1.2815603355919476E+00 a        34     0     2     1    10
  3.6001574383599710E-01 a        35     0     2     1    11
  5.9986648550471355E-01 a        36     0     2     1    12
 -1.7285696320103192E-01 a        37     0     2     1    13
  2.6063953566956560E-01 a        38     0     2     1    14
  2.0400557748989150E+00 a        39     0     2     1    15
  1.7482911346998655E+00 a        40     0     2     1    16
