################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -5.0508103701527478E+00 a         1     0     1     1     1
 -3.7618013475507013E+00 a         2     0     1     1     2
 -6.8355695840980024E+00 a         3     0     1     1     3
  2.6787378295170755E-01 a         4     0     1     1     4
 -4.5496179007593112E+00 a         5     0     1     1     5
  3.4975845492844191E+00 a         6     0     1     1     6
 -4.9341646847294189E+00 a         7     0     1     1     7
  4.1373595447489260E-02 a         8     0     1     1     8
  5.3004139701016380E+00 a         9     0     1     1     9
 -5.0684064775353532E-01 a        10     0     1     1    10
  9.3813420242175116E+00 a        11     0     1     1    11
 -1.0620671757327416E+00 a        12     0     1     1    12
 -1.0803174160891214E+00 a        13     0     1     1    13
  3.2184453489136189E+00 a        14     0     1     1    14
  6.8322107802695200E+00 a        15     0     1     1    15
  1.0080983209559870E+01 a        16     0     1     1    16
 -8.8586830292831884E+00 a        17     0     2     1     1
  5.9348882207521578E+00 a        18     0     2     1     2
  1.1182448905316081E+01 a        19     0     2     1     3
  2.0080219612833741E+01 a        20     0     2     1     4
  1.5818563742946541E+00 a        21     0     2     1     5
 -2.3701971971624836E+01 a        22     0     2     1     6
  5.2876763328995517E+00 a        23     0     2     1     7
  4.8989181522387959E+00 a        24     0     2     1     8
  7.8849609055659231E+00 a        25     0     2     1     9
  1.1587153953994978E+01 a        26     0     2     1    10
 -6.0600934866082490E+00 a        27     0     2     1    11
  1.1824734999139563E+01 a        28     0     2     1    12
  1.7923993754615695E+00 a        29     0     2     1    13
 -5.7674224551978419E+00 a        30     0     2     1    14
  1.7196520033206741E+00 a        31     0     2     1    15
 -2.1276179659361077E+01 a        32     0     2     1    16
 -8.2927786203332072E+00 a        33     0     3     1     1
 -1.7241388310455662E+01 a        34     0     3     1     2
  2.6735113373074983E+00 a        35     0     3     1     3
  1.4511030581267333E+01 a        36     0     3     1     4
 -1.4859475357410737E+01 a        37     0     3     1     5
 -1.0116163549237591E+00 a        38     0     3     1     6
 -1.0841074363937347E+01 a        39     0     3     1     7
  1.6284396281221600E+01 a        40     0     3     1     8
  4.7854797148565984E+00 a        41     0     3     1     9
 -1.8684582797916310E+01 a        42     0     3     1    10
 -2.8515141037450449E+00 a        43     0     3     1    11
 -3.0167306543879469E+00 a        44     0     3     1    12
 -1.3953379856555292E+01 a        45     0     3     1    13
 -2.3736492168492706E+01 a        46     0     3     1    14
 -2.2848733847389905E+01 a        47     0     3     1    15
  2.6944714199001005E+00 a        48     0     3     1    16
  7.6623200871903965E+00 a        49     0     4     1     1
 -9.2976939095332707E+00 a        50     0     4     1     2
 -2.0600943706950932E+01 a        51     0     4     1     3
 -1.7361297093851672E+01 a        52     0     4     1     4
  4.8618390309679255E-01 a        53     0     4     1     5
  2.1495252126550042E+01 a        54     0     4     1     6
  2.7271212904881241E+00 a        55     0     4     1     7
 -4.6088642910175510E+00 a        56     0     4     1     8
 -5.1607459421019861E+00 a        57     0     4     1     9
 -8.1337641095599125E+00 a        58     0     4     1    10
  7.8549682308613162E+00 a        59     0     4     1    11
 -1.3477415302070975E+01 a        60     0     4     1    12
 -2.4866151159802103E+00 a        61     0     4     1    13
  1.0937812307239756E+01 a        62     0     4     1    14
 -2.4066278101690579E+00 a        63     0     4     1    15
  1.7699867473231183E+01 a        64     0     4     1    16
  3.3843439985706505E+00 a        65     0     5     1     1
  1.6626158255637939E+01 a        66     0     5     1     2
  9.7882830420999645E-01 a        67     0     5     1     3
 -1.6785392256805466E+01 a        68     0     5     1     4
  8.0102266501857589E+00 a        69     0     5     1     5
 -2.0486908653267615E+00 a        70     0     5     1     6
  2.0232321160286130E+01 a        71     0     5     1     7
 -1.8850262421469651E+01 a        72     0     5     1     8
 -7.5864607908127146E+00 a        73     0     5     1     9
  1.1646545573962205E+01 a        74     0     5     1    10
  2.3743491718785461E+00 a        75     0     5     1    11
 -1.4203819914915146E+01 a        76     0     5     1    12
  1.4473763722929133E+01 a        77     0     5     1    13
  1.7208370306168664E+01 a        78     0     5     1    14
  2.7168147867344000E+01 a        79     0     5     1    15
 -1.8794666666199010E+01 a        80     0     5     1    16
  4.4906398832742074E+00 a        81     0     6     1     1
  4.9163360504267919E+00 a        82     0     6     1     2
  1.3297204399639722E+00 a        83     0     6     1     3
 -3.1610494397363280E+00 a        84     0     6     1     4
  2.7856473747088422E+00 a        85     0     6     1     5
 -2.4772256020920951E+00 a        86     0     6     1     6
  3.6445445511979835E+00 a        87     0     6     1     7
 -4.0610660998998133E-01 a        88     0     6     1     8
 -4.4699221443222852E+00 a        89     0     6     1     9
 -2.4040117521606845E+00 a        90     0     6     1    10
 -9.1889800529482226E+00 a        91     0     6     1    11
  1.5295711746409535E-01 a        92     0     6     1    12
 -1.2552057176011522E+00 a        93     0     6     1    13
 -4.1121756882863520E+00 a        94     0     6     1    14
 -4.7077664412445603E+00 a        95     0     6     1    15
 -8.4237051655196478E+00 a        96     0     6     1    16
 -1.7172289302617252E+00 a        97     0     7     1     1
  2.6945221174298526E+00 a        98     0     7     1     2
  6.0388675387570689E+00 a        99     0     7     1     3
  1.7760903519156959E-01 a       100     0     7     1     4
 -1.2238171544370532E-01 a       101     0     7     1     5
 -2.1821129662094432E+00 a       102     0     7     1     6
 -2.5956945779864737E+00 a       103     0     7     1     7
  1.4383472994895021E+00 a       104     0     7     1     8
