   1    1        0.000000000       0.271300853       0.041024904
   1    2        0.000000000       0.395210063       0.061804604
   1    3        0.000000000       0.401682877       0.061475734
   1    4        0.000000000       2.743774711       0.634374070
   1    5        0.000000000       0.944912614       0.225923458
   1    6        0.000000000       8.476397194       2.738539873
   1    7        0.000000000      10.748266623       2.517547742
   1    8        0.000000000       8.331083533       1.852828428
   1    9        0.000000000       5.492071871       1.230791522
   1   10        0.000000000       7.098478094       2.387568283
   1   11        0.000000000       2.015108599       0.686220206
   1   12        0.000000000       3.749119999       1.252315898
   1   13        0.000000000       5.069054905       1.761294877
   1   14        0.000000000       0.072741229       0.004946023
   1   15        0.000000000       0.064647858       0.009869987
   1   16        0.000000000       0.107013238       0.005152646
   2    1        0.000000000       0.232546316       0.015169605
   2    2        0.000000000       0.541135408       0.188734269
   2    3        0.000000000       0.449411994       0.023209802
   2    4        0.017868930       4.613124352       2.763129620
   2    5        0.000000000       6.296018678       0.617918469
   2    6        0.205406498      10.757099435       6.486283017
   2    7        0.000000000       8.916693478       0.717796672
   2    8        0.000000000       4.937090173       0.521673686
   2    9        0.000000000       7.060219087       0.609377713
   2   10        0.000000000       1.507922332       0.147382838
   2   11        0.000000000       2.021121940       0.170715845
   2   12        0.000000000       2.674260051       0.280577065
   2   13        0.246687833       4.815950166       2.862187263
   2   14        0.000000000       3.967945478       0.323114508
   2   15        0.000000000       0.063774066       0.001709889
   2   16        0.000000000       0.128106394       0.001204295
   3    1        0.000000000       0.305341567       0.059781548
   3    2        0.000000000       0.439015480       0.091956282
   3    3        0.000000000       0.317982803       0.083759766
   3    4        0.000000000       3.770195681       1.265506372
   3    5        0.000000000       6.854011729       1.801767049
   3    6        0.000000000      10.930525792       2.843880966
   3    7        0.000000000       8.556042583       2.816726431
   3    8        0.000000000       5.379750795       1.465916738
   3    9        0.000000000       7.194976425       2.376133581
   3   10        0.000000000       1.628283459       0.404022838
   3   11        0.000000000       2.023828031       0.700260091
   3   12        0.000000000       2.963918259       0.782188485
   3   13        0.000000000       3.910954136       1.240250112
   3   14        0.000000000       0.079215384       0.010463291
   3   15        0.000000000       0.094495834       0.010125683
   3   16        0.000000000       0.078667373       0.009152402
       -0.1503306750       -0.0370657333
