1.586659281502390328e+01 -5.374552322196400382e+02
1.598752669304482055e+01 -5.374576412635060478e+02
1.610907351389281672e+01 -5.374595497732534568e+02
1.623123482696840014e+01 -5.374609608589807976e+02
1.635401218167203652e+01 -5.374618794872855005e+02
1.647740712740418800e+01 -5.374623126725120983e+02
1.660142121356534517e+01 -5.374622689645680111e+02
1.672605598955596307e+01 -5.374617583591780203e+02
1.685131300477653227e+01 -5.374607922269686924e+02
1.697719380862749361e+01 -5.374593832127899304e+02
1.710369995050936254e+01 -5.374575451093764968e+02
1.723083297982259410e+01 -5.374552927099033468e+02
