0.5   -0.222495625195 0_(NN@NN__fully_relaxed)
0.5   -0.222495625195 1_(NN@NN__fully_relaxed)
0.5   -0.222495625195 2_(NN@NN__fully_relaxed)
0.5   -0.222495625195 3_(NN@NN__fully_relaxed)
0.5   -0.222495625195 4_(NN@NN__fully_relaxed)
0.5   -0.222495625195 5_(NN@NN__fully_relaxed)
0.5   -0.222495625195 6_(NN@NN__fully_relaxed)
0.5   -0.222495625195 7_(NN@NN__fully_relaxed)
0.5   -0.222495625195 8_(NN@NN__fully_relaxed)
0.5   -0.222495625195 9_(NN@NN__fully_relaxed)
0.5   -0.222495625195 10_(NN@NN__fully_relaxed)
0.5   -0.222495625195 11_(NN@NN__fully_relaxed)
0.5   -0.222495625195 12_(NN@NN__fully_relaxed)
0.5   -0.222495625195 13_(NN@NN__fully_relaxed)
0.5   -0.222495625195 14_(NN@NN__fully_relaxed)
0.5   -0.222495625195 15_(NN@NN__fully_relaxed)
0.5   -0.222495625195 16_(NN@NN__fully_relaxed)
0.5   -0.222495625195 17_(NN@NN__fully_relaxed)
0.5   -0.222495625195 18_(NN@NN__fully_relaxed)
0.5   -0.222495625195 19_(NN@NN__fully_relaxed)
0.5   -0.222495625195 20_(NN@NN__fully_relaxed)
0.5   -0.222495625195 21_(NN@NN__fully_relaxed)
