0.5   -0.217557016357 0_(NN@NN__fully_relaxed)
0.5   -0.217557016357 1_(NN@NN__fully_relaxed)
0.5   -0.217557016357 2_(NN@NN__fully_relaxed)
0.5   -0.217557016357 3_(NN@NN__fully_relaxed)
0.5   -0.217557016357 4_(NN@NN__fully_relaxed)
0.5   -0.217557016357 5_(NN@NN__fully_relaxed)
0.5   -0.217557016357 6_(NN@NN__fully_relaxed)
0.5   -0.217557016357 7_(NN@NN__fully_relaxed)
0.5   -0.217557016357 8_(NN@NN__fully_relaxed)
0.5   -0.217557016357 9_(NN@NN__fully_relaxed)
0.5   -0.217557016357 10_(NN@NN__fully_relaxed)
0.5   -0.217557016357 11_(NN@NN__fully_relaxed)
0.5   -0.217557016357 12_(NN@NN__fully_relaxed)
0.5   -0.217557016357 13_(NN@NN__fully_relaxed)
0.5   -0.217557016357 14_(NN@NN__fully_relaxed)
0.5   -0.217557016357 15_(NN@NN__fully_relaxed)
0.5   -0.217557016357 16_(NN@NN__fully_relaxed)
0.5   -0.217557016357 17_(NN@NN__fully_relaxed)
0.5   -0.217557016357 18_(NN@NN__fully_relaxed)
0.5   -0.217557016357 19_(NN@NN__fully_relaxed)
0.5   -0.217557016357 20_(NN@NN__fully_relaxed)
