0.5   -0.2150462771 0_(NN@NN__fully_relaxed)
0.5   -0.2150462771 1_(NN@NN__fully_relaxed)
0.5   -0.2150462771 2_(NN@NN__fully_relaxed)
0.5   -0.2150462771 3_(NN@NN__fully_relaxed)
0.5   -0.2150462771 4_(NN@NN__fully_relaxed)
0.5   -0.2150462771 5_(NN@NN__fully_relaxed)
0.5   -0.2150462771 6_(NN@NN__fully_relaxed)
0.5   -0.2150462771 7_(NN@NN__fully_relaxed)
0.5   -0.2150462771 8_(NN@NN__fully_relaxed)
0.5   -0.2150462771 9_(NN@NN__fully_relaxed)
0.5   -0.2150462771 10_(NN@NN__fully_relaxed)
0.5   -0.2150462771 11_(NN@NN__fully_relaxed)
0.5   -0.2150462771 12_(NN@NN__fully_relaxed)
0.5   -0.2150462771 13_(NN@NN__fully_relaxed)
0.5   -0.2150462771 14_(NN@NN__fully_relaxed)
0.5   -0.2150462771 15_(NN@NN__fully_relaxed)
0.5   -0.2150462771 16_(NN@NN__fully_relaxed)
0.5   -0.2150462771 17_(NN@NN__fully_relaxed)
0.5   -0.2150462771 18_(NN@NN__fully_relaxed)
0.5   -0.2150462771 19_(NN@NN__fully_relaxed)
0.5   -0.2150462771 20_(NN@NN__fully_relaxed)
0.5   -0.2150462771 21_(NN@NN__fully_relaxed)
