0.000000000000000000e+00,2.052545993356034160e-01,-3.229368611237150617e+03,3.417893930343502973e+00,0.000000000000000000e+00,3.030303030303030387e-02,9.696969696969697239e-01,3.300000000000000000e+01,5.342013034928597790e+02,1.618791828766241636e+01,2.123100544812918322e+00,-2.606872653990924618e-02
1.000000000000000000e+00,1.497010871127713472e+00,-1.874503878185874783e+03,1.436693216626705016e+00,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,8.000000000000000000e+00,1.525682655143097577e+02,1.907103318928871971e+01,2.472057155334129952e+00,-3.069716954059877739e-02
2.000000000000000000e+00,7.192306373617611825e-01,-3.252203798255417496e+03,2.410414537072989583e-01,3.636363636363636465e-01,3.636363636363636465e-01,2.727272727272727071e-01,2.200000000000000000e+01,4.636333503414675192e+02,2.107424319733943108e+01,2.497431767892881904e+00,4.000302902976111963e-02
3.000000000000000000e+00,2.777975807548500597e-01,-3.495883693503565155e+03,1.370833118648894455e+00,6.250000000000000000e-02,2.500000000000000000e-01,6.875000000000000000e-01,3.200000000000000000e+01,5.342013034928597790e+02,1.669379073415186809e+01,2.593576807145744567e+00,-6.722314738456480754e-02
4.000000000000000000e+00,2.439412973471917212e+00,-3.233961424214066938e+03,5.142206709048064209e-07,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,7.915767322782483006e+01,1.978941830695620752e+01,3.029382131670226297e+00,1.993586852700731937e-01
5.000000000000000000e+00,5.855572295840829611e-01,-1.714298075983184390e+03,1.092176422864909124e+00,9.375000000000000000e-01,6.250000000000000000e-02,0.000000000000000000e+00,1.600000000000000000e+01,3.681310998216322332e+02,2.300819373885201458e+01,2.755641869319863879e+00,1.343730164248378017e-02
6.000000000000000000e+00,1.701104772335384041e+00,-2.906218068994057830e+03,3.616048608766335160e-01,2.500000000000000000e-01,0.000000000000000000e+00,7.500000000000000000e-01,4.000000000000000000e+00,7.086992558832896805e+01,1.771748139708224201e+01,2.819953055617250737e+00,-2.045714459807914873e-02
7.000000000000000000e+00,3.235766661935485899e+00,-2.378252893221855629e+03,5.142206709048064209e-07,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,4.373559932464050348e+01,2.186779966232025174e+01,3.051264997230988651e+00,1.114510628879415988e-01
8.000000000000000000e+00,1.033282677177339792e+00,-3.339730858275550418e+03,1.134301380225430922e-01,0.000000000000000000e+00,3.225806451612903136e-02,9.677419354838709964e-01,3.100000000000000000e+01,4.908853243663498915e+02,1.583501046343064189e+01,2.681340189940542906e+00,-4.774912829030088929e-02
9.000000000000000000e+00,7.578793488210067153e-02,-3.512768358531699050e+03,4.657396889415659214e-01,6.250000000000000000e-02,2.500000000000000000e-01,6.875000000000000000e-01,3.200000000000000000e+01,5.342013034928597790e+02,1.669379073415186809e+01,2.599614877406486446e+00,-6.722314738456480754e-02
1.000000000000000000e+01,4.582489799940958619e-01,-3.119243716776720248e+03,9.547715173924357923e-02,3.225806451612903136e-02,0.000000000000000000e+00,9.677419354838709964e-01,3.100000000000000000e+01,6.536474956232061686e+02,2.108540308461955348e+01,3.008691438161472220e+00,2.622332637312081438e-01
1.100000000000000000e+01,3.543328861240297556e+00,-2.772939591456437483e+03,3.771615788335166419e-01,2.500000000000000000e-01,0.000000000000000000e+00,7.500000000000000000e-01,4.000000000000000000e+00,8.681870313984643417e+01,2.170467578496160854e+01,2.897410303073185922e+00,1.999820751879259340e-01
